NLOS,RANGE,FP_IDX,FP_AMP1,FP_AMP2,FP_AMP3,CIR_PWR,MAX_NOISE,CIR_PCA1,CIR_PCA2,CIR_PCA3,CIR_PCA4,CIR_PCA5,CIR_PCA6,CIR_PCA7,CIR_PCA8,CIR_PCA9,CIR_PCA10
0,1.28,749,12079,18968,16401,12342,1187,62.52928461915502,-42.74479867262437,16.449864548634757,19.262335838670676,25.241413067493493,-15.413393283394809,-42.33488968379522,9.94521388929073,9.02126684514925,-25.663053203519745
1,9.09,745,122,17389,16780,15848,1073,-20.795072905086673,12.417897959434917,-4.980677807002634,0.2523590884697892,5.659194168072119,1.466601890071156,0.6775130175288409,-1.5667131457119976,-3.6548123851053647,8.429475296456156
0,2.75,745,7665,908,1792,9683,1421,53.452953332989786,-18.28917471687224,14.978042797311666,2.269288493570426,-14.435822840175822,-19.93790171243537,32.332297244083044,8.538830630516438,-4.767113184290777,1.0502542393813015
1,4.58,748,10985,16999,9716,6106,967,-11.828149953436998,-10.510420996893233,18.7205323634734,-2.949504496452903,17.372037087490174,-4.235544249034954,-13.991968826682266,-8.69973891725496,-2.5659917375131296,9.008626714247118
1,1.23,747,9955,19370,12651,9304,1440,7.994695946557279,10.745069139300178,25.44413691797467,-9.620876052830555,-1.4354675723167079,2.096843055071942,-4.4356031472929205,-8.134701894387076,5.004102935207382,-1.5299515829516446
1,2.71,746,9067,16420,16956,8192,897,-28.83806571691873,15.645701408492135,-0.8837368924881744,-6.937655858413995,-14.441343339189203,1.2249678003758577,-4.033485991267581,-0.9482744904043088,-2.4485753720002865,-1.3912858046030168
0,2.34,744,10364,7633,11581,10456,1354,44.79595594979162,72.52068464801498,-12.880510460037117,2.251705474743019,2.444079025309001,9.8462366065009,-5.707848923507028,0.03414915572552861,8.765871271381368,1.1558038576296072
0,1.75,749,2565,9501,12348,12887,861,26.365436091904016,-39.836083512027194,-12.678596926635757,-10.70423875111597,5.791002922494007,-11.2359222346732,-2.7115963015014377,-5.877300756346208,-15.49942453149744,5.538682254170206
0,1.27,748,14579,6746,6769,15614,1565,40.19353097620057,-31.919496240538404,-8.671725551137076,-11.298398582140907,14.634909551053491,20.055192896909954,-3.5958862746608506,6.361196390337082,-0.6637679176555618,-0.4191136572928701
1,6.86,747,7720,10902,9726,15078,1019,-31.915262720823645,-6.76825784105859,-0.5055910479560861,-16.769971327689497,-0.17943989521052212,2.0791929236886753,5.899174108570124,4.100550493311221,3.6846026939790177,-0.3923647574861296
1,4.51,744,8198,10673,11455,10315,1300,-35.99454836343029,10.37636332794927,5.667358703891982,4.6729550753286135,-3.0125577799506944,4.92933965616046,2.2342096888747287,-2.1188545650746473,2.110852686959137,-6.9398546945465585
0,1.08,747,1390,17392,15882,11821,1078,37.45062019949328,11.70012563002845,-11.020367180776402,-24.877514185717796,-19.877059606361165,7.821868881338307,-23.760399884963963,2.817483388267221,-7.895153995182318,-7.26031419442645
0,3.06,746,5184,8350,9297,12220,1563,52.21989465337994,-13.831420579642767,-8.445751360255377,-0.618507320539098,-12.44711281783445,6.161909898598501,-2.064884775047383,7.103475985510202,17.33210795127138,20.293009694232122
0,3.51,744,11895,16864,9752,9503,815,3.966783438742441,33.210725947622585,-13.033348972497276,20.63166405411135,4.124076707266786,-5.1557957017978095,-10.620721170869539,1.7077641416805622,12.536885241518076,-11.58990415423166
0,1.67,748,6545,17083,15057,11634,968,29.353105533518125,-5.657006333488551,13.699094657756119,-15.565252340375146,6.023817339187523,-12.779012072573144,0.17842793965932716,-9.381078888141788,-22.283790618881657,4.607248244913016
1,2.8,737,1358,1523,1275,1401,1301,-55.8086410345269,1.2954531946330734,5.465826940335629,3.359638830054056,0.49608296972127497,-0.9545192461176775,0.8944624333570859,0.0016082046727259288,0.700724299853222,0.13855299668124738
0,3.1,744,4411,11468,10757,9338,903,11.379378275813886,39.93136770681691,-1.0377940914812507,-10.41044291959942,5.691336354886542,-1.907254803949898,23.1604310799618,-18.1617510761508,11.338485071134999,-15.549545873203659
1,8.5,749,3454,6097,4420,4218,1086,-49.24339282197167,-8.745015925775972,5.550787976199647,-0.6357463129407802,1.1832475806101515,2.536608463509801,-1.1174255993279032,0.21362608343392236,2.5216244306259488,3.947307838011705
0,4.41,744,14733,5056,4760,8134,892,-11.46554438913864,22.95066319220299,-9.311725770524024,-1.395361472025418,2.2464822105943623,6.280738129863323,-3.730390270825074,6.283528256063999,-16.874883814529237,8.84345905763582
0,5.03,749,9819,18022,13230,9326,1068,-28.872211583750165,-8.611238207591276,12.1344740639401,-6.845261767439829,10.188820939963499,-1.4741394331184614,-3.5071142889256155,-1.5343739086479125,1.7027416143298897,5.364352596835379
1,2.89,748,568,11739,11425,9604,1015,-32.71256231439454,-7.413350983360862,6.136597835121857,-5.300819334137694,-4.264156097374373,0.5282073166090726,2.3949166478074244,-6.483807289206395,-6.455230823086657,-3.5465085749845446
0,2.16,750,6414,17788,16707,13584,2804,36.52304540638677,-43.473611172609324,-17.821792436917356,-11.044822408558007,21.62890621418994,35.90498829896733,23.375907718637976,10.464222970635602,1.4048245776277948,-2.098147552590428
1,1.28,744,3693,8914,6741,9633,717,-4.974100283989815,-8.738184342062208,-17.436761296780144,9.13319535863371,-11.186614059810719,-23.593709955721796,-0.2459732814852127,4.40572675487318,13.262929357755294,-3.6144700557085234
0,1.49,746,11914,17712,13839,9656,838,27.017142831813942,37.79951948556558,0.09653167820037792,-11.443969244317168,-16.031703675333393,2.995710515513621,-5.863423626862575,-11.832528631890543,-0.6807536446640908,6.383427948517001
0,1.64,747,9340,19035,15342,11989,1853,44.338412064603816,16.95337709434387,2.765745363049908,-40.09211306106437,-13.799762661287472,-1.4701101344114644,26.603075020276062,9.837853347319243,-2.2398732193657342,-1.8513029169145776
0,4.7,745,9025,8083,7337,17203,1818,46.3060590320368,-7.786170263292333,-15.383735311722685,-9.42940976417234,0.8216081222092025,-18.655358463740672,24.135049927137068,-1.2899719751031695,-17.47036379960758,-6.162549433156934
0,2.91,745,15614,2652,8737,7634,836,18.00115018509569,27.413684691725447,18.176202618801643,-0.057112660946023984,-8.701582984924402,-7.429073904844665,8.040536991987436,-10.960428655814653,12.233623731758922,-12.698088619679147
1,3.96,747,3645,3450,4186,1301,1266,-51.86486656643508,-3.887834279563022,6.886201082840028,2.0098393064211253,-3.065851061330581,2.779932281893434,-1.922095753431942,0.130447784206113,-2.5112136396137847,-0.3833739753532561
0,6.35,747,4006,17237,16210,6056,905,-20.956463289887818,15.108321478613897,25.177566220972757,-5.774825127856562,-12.366850504190252,3.2915272189863733,5.916088254523537,-9.762809658937208,8.277711267425541,-2.47690053815408
0,2.63,748,9053,20112,14526,10565,882,6.402808979954812,-1.6994498853011226,22.310192045330183,-14.492483862883397,4.780278858896805,-10.06621018519686,6.8539107382084765,4.250597454944864,2.092098248950223,-5.476982122724079
0,4.44,744,9479,18578,19207,8798,781,-37.96748150741369,24.11235846390095,-19.801032204648077,11.829276752140027,13.168543430604666,-5.644872405398795,4.720204937245713,-5.6546106131099,1.3414411787527705,-1.315980651304875
1,2.06,744,428,17173,18074,11102,3324,-22.355419870396574,16.76869591525164,-10.07722619550675,11.710229680792539,11.431067424865375,3.6753011473362025,5.819656943062637,-6.893281407159899,9.320082941428439,1.8820584136605318
1,5.25,741,1776,4416,3163,4234,1207,-47.28015556969409,6.272453024508946,1.4621580211576528,7.090085859804398,0.09203510469167407,-1.629722888227772,-2.477925203294072,-1.5224834137560932,-2.1014646641418597,-0.17623082084851469
0,3.29,751,14847,19109,16533,11173,724,5.277670808004704,-42.1950757964733,-16.281151805979686,17.14013978882546,-26.236132537504457,-8.598087953615583,8.149104674881494,10.668478081931989,6.649691700786422,1.38593559821703
0,0.21,744,19727,20104,14811,12437,3519,16.793085047428576,107.05801901388637,-35.58006418239881,10.5541805215806,-5.708554467302068,-14.947437729459756,6.584677938551858,3.736681392405053,5.530216180474731,3.834526862290914
0,1.56,745,16573,18091,16971,12729,1797,40.37259817362488,91.2422431974791,12.118355279058672,13.339112835797321,16.910896711387775,-5.908128712507939,-13.604922450734867,29.16508727830738,-34.64072338463681,30.98754050747383
0,1.62,748,16657,15643,9039,15499,1666,59.730314905564235,-34.579557309027564,5.490012392043713,-12.69629740332257,26.696743206541395,-15.410409631003194,-0.04762115052741838,26.009772270902914,-6.5675018652582,-14.222327610541669
0,6.61,744,14211,5634,4077,14863,1263,-25.815910752148465,0.8501149309687057,2.271732743524931,2.728370147739668,-15.852045320080128,-5.220008573795109,-3.7130445365115223,2.0770750987280726,-3.3656048971644723,-0.2815867314617045
1,0.82,743,3306,7307,5509,12260,836,-9.333807728618828,11.52102700890734,-0.7399252347156304,7.857873997468793,4.213347768380352,7.239466751292039,-13.897196878345751,5.587366673964004,-6.958705145267621,-3.1466632466603777
0,0.68,750,17550,18392,15154,10724,2009,60.75199630302837,-49.878857624772444,9.700951686593525,43.17198676046174,0.6785915106570773,9.587975719767142,-13.947807957368958,-16.626910324718732,1.0566897460605482,17.078416712070517
0,6.08,750,3729,4570,4091,12921,1567,-5.7382354867057295,-34.80991594317525,-29.353350618554014,-27.897595738863227,7.5181574413055925,1.7192697991475134,4.6241896960640565,4.231066544977105,-8.35332949946134,-6.922867966669756
1,5.33,741,3036,2296,1869,3971,1258,-47.72842795505439,8.655188203427263,1.7783563465436754,6.734172625674504,-2.783207712477527,-2.538894290558386,-1.946096738416683,-0.2363290573356744,-0.8515600034591313,2.453750673820328
0,2.18,748,7090,18178,12500,24308,968,25.198803052360166,-21.667371389434027,-15.476040030856435,-50.146433659871505,8.542531005458379,-6.063492622902543,8.016175378070706,-10.261536188579585,6.369681995187324,12.202115389943417
0,2.01,751,15642,19478,16604,12303,1698,50.8722709026128,-66.0583028525276,-33.76185510678364,20.441559115863157,-31.064634899401717,-13.477089813681063,2.3718557231161617,7.554876732757056,3.997033420528166,-9.498069594260322
0,2.02,751,14762,18938,14004,14524,950,4.00862305543134,-38.667041137278915,-15.67506291542289,-2.0555916124908773,1.174944328657311,12.724816042991888,7.2659396580474205,8.281523376979406,13.179233226973581,5.988853916052083
0,4.05,750,5549,17214,16265,6394,803,11.92387610503099,-28.344141459475306,13.048921174617567,24.683019221065692,0.2173845295259217,12.447764597315718,6.761388674004952,-6.501110583646851,-2.932253340588697,8.33021149416828
0,1.7,750,15300,17022,11839,11018,1620,54.55983399966489,-57.22291264194002,-19.987960902264852,16.4065552560897,-16.55838785374309,-1.3392706659860345,21.425837770238545,-1.5564470866289015,-22.226984434217496,2.1754714896995337
0,3.36,749,14964,10217,14568,25028,1413,26.08369240075471,-32.85046920575939,-17.702358865409,-33.32731492400932,4.895402377943684,-14.746886461178995,7.353008610981878,0.9328628304013358,2.028598204139691,15.936929192084543
0,2.74,749,18664,19562,17303,10588,1799,61.073700161897065,-28.470893120981078,39.80916104678809,35.21501372194427,18.505796607058073,3.65876498183477,2.6801091002071455,2.1837367849950566,3.688375885528496,11.918017780222735
0,2.6,748,17454,17163,12399,12178,2054,73.16116098220559,-25.528230432381953,40.98282123888582,25.703051097037164,23.216243665600317,-14.963669088921442,-29.55594350012218,9.49804838363013,23.690869369964616,5.258706103121795
0,6.51,751,8010,12604,9395,9359,1684,14.612385743951517,-48.55373453947868,-38.844045844666354,-19.370666047668134,-2.9382036920215313,0.3735023057144428,4.756950318721949,10.723833158413191,-0.6734898341298698,-20.190183418755723
1,7.51,748,12080,18908,16889,10629,1407,35.94724612053044,23.491181947046645,17.059618043356235,-42.86061459823339,6.358833945750232,-11.192190647341945,5.787541510717784,-1.5482498331834476,-8.526374504631654,-2.770617113826351
1,1.74,748,3899,7931,8897,8256,879,-0.16622233986284615,-13.953011960807011,-6.1367655461215636,-26.912445587239848,2.725688999529961,-4.021663550362584,-6.073107700186922,-6.169777803201184,-9.627348646956332,-13.843341940375408
1,1.31,743,2036,6285,6654,12080,1204,-23.438191609724228,-9.606517142030672,1.7435025756853832,7.373453795577451,-9.152592261161454,-5.5446058201253505,-1.4029547139897516,-2.665020561123479,3.3284260133903802,-2.027173211052176
0,1.49,748,5146,14076,16896,16072,2631,38.22995226099127,3.436588007366586,-17.28551131031633,-62.29042639537323,-6.650127944977901,24.65779755210184,26.616627773791663,-1.9986253754383132,24.55532221091442,6.289393902826346
1,4.94,748,4121,3867,4123,6298,1190,-40.916285818408085,-12.241074053963803,3.9571077597012176,0.17095497074830712,-3.397595096902584,-3.095578447501305,-7.058985324479102,-5.52915893924356,1.2669530145740393,3.9974809990568008
0,5.57,747,12893,7888,9328,11646,890,-21.518135457138605,-4.544095706061404,9.809499305437523,-9.496850410267871,2.018713278165972,5.153944190732593,1.2030152718214138,-1.493204468428959,11.027482740466928,6.676176888811413
1,7.57,742,3010,5283,4162,1240,1033,-53.015941604199845,-1.8836719395189694,8.88233819795717,3.9764317765241532,0.6653532819965647,-0.5981498282819205,-0.3291498454446057,-0.0624331046316656,-0.6049188682333263,0.07979768114812519
1,6.22,750,7355,18970,19734,14875,784,11.536926709181001,-26.64960391954116,6.672184725677294,3.5540075625561975,10.614905310216786,6.234799897710769,5.51006128882339,5.451770902558723,2.3441850763304095,6.662130937610282
0,5.41,751,11087,12420,10830,13596,728,8.651141220147363,-40.610641636506344,-25.83371974254579,-19.563170879464117,9.204490635885833,17.986982241676145,8.584236510075245,5.013868603817979,5.906467400600128,0.4729284166724144
0,2.73,746,15365,18122,11537,11191,1057,42.23305269060667,24.52004317989182,-0.8345820595129488,-25.95599901718216,-25.58665602893247,-0.4144761647170399,21.606193054252984,9.060402413209994,0.8101229073564847,-2.1848425960512947
0,5.17,750,9444,17860,14154,5808,660,-14.86267276828508,-22.65969140712961,8.175241109198137,19.758262947893463,-2.5562119867261113,13.113338107587337,10.09124497584778,3.749830291686674,-1.3638508016292148,1.2362891050584583
0,5.12,747,22,20183,15149,11036,833,-8.005915671180421,18.171639044228257,23.10123794718989,-11.105528083590979,-0.6060236709899032,0.30783640683395574,-3.571841483097022,-5.7956481668911115,2.640610594233027,-6.35948694142075
1,4.85,747,8670,9135,6875,6767,1201,-36.483533858564556,-5.901461470634565,6.54552043950572,-1.2108229773514836,-3.1281635669960655,-5.700693648921762,-3.7673587254046135,3.0783885460511433,-1.0764048177921686,-0.8474365275814097
1,4.47,743,12356,17641,11353,6175,739,-40.30187004780984,25.545649600678914,-18.382252890896208,10.924935703013615,9.655967186227988,-6.142621772624721,7.377483968795505,-9.021050809997183,9.000530774491551,-5.08433774554749
0,2.84,748,7290,9598,11095,14401,1010,3.904310777469592,-24.108651090021983,-4.423949133538081,-9.382073667003572,-8.572899764194835,-19.005033560661655,7.677437586026422,3.572315375493881,-17.20113510885231,-10.374820009845545
0,1.47,749,18350,17669,12653,10857,2362,63.18284124130969,-31.85954498969677,18.207075053333305,7.157816091839863,21.02420991463981,14.460341758379657,26.339789156136373,9.835886679947754,-6.984891700076977,3.441942140622053
0,1.99,745,2138,13093,9446,8518,1537,47.795422917541,24.74394445120585,-12.500016145935337,32.02084352031043,-15.851774633200165,10.354247446268465,14.790473495104392,-13.799586261693138,-2.277809830501695,19.90383530361504
1,7.98,741,1952,4916,3738,1328,1022,-58.101016283353516,3.5207769787998293,2.31084101776437,7.49603822593122,-0.027895803313859924,-2.3917389907523576,0.15054743360355757,-1.6295215717699805,-1.0247738268162168,-0.7973993843839453
0,1.44,746,12350,8208,5307,11212,1240,59.980693593551926,5.621389723908121,29.60336438276906,12.736656250986933,5.120542433007828,8.15927381878111,-2.00917940138912,5.579798989946628,2.8428195898532675,-8.873454780675345
1,3.16,747,395,5006,4809,3703,1254,-43.536253990996734,-6.750946659983209,5.930193065535165,2.32899936724629,-2.984647411201594,4.84958705158978,-0.846008776825892,-1.4995290992538082,-2.909710033798619,-0.88240184182745
0,2.44,748,5245,13324,7472,17238,2296,39.27851017744437,-29.410443346692634,-13.829840611959085,-31.79164490910963,9.642373156813605,29.644514460507338,36.507448841007054,-4.071736433291226,10.494328422006753,-0.35746517347596657
0,1.16,750,2975,10186,14227,13898,2118,39.05178016588758,-40.07314514221014,-18.34427943793237,-35.38477674507781,33.00967081282455,11.490383649427882,2.0961238529594386,-0.4022186645819608,9.092622104280634,24.624553520621628
1,3.76,741,2786,3082,1836,1125,1017,-53.20147685840927,-3.8585955313619706,8.292250235263886,3.954347589689497,2.3320099929404274,1.7571796697497177,-1.8102348376025255,0.8453978186735104,0.04849137346582894,-1.0811671273815573
1,3.53,748,7377,5340,3358,4790,1132,-41.19055900795279,-12.310422362862155,5.799920469235516,4.958117522833279,-5.695410610415842,-2.3530778100111833,-0.09335251773268799,-2.3588345059456595,-3.943318276817354,1.5237037117084336
0,3.64,751,2279,15526,14371,17932,2446,29.316191943121254,-53.9394480722378,-42.23488487572135,-25.206141037696465,6.633025168672777,19.798850131418856,21.570177108310663,13.944189899795147,-1.8333032341190516,-10.12961148154986
1,4.1,744,16613,15345,9803,8654,572,11.297228730813035,60.72413945675891,-7.370433753649906,10.87593999897378,3.7290159967878678,16.487310224615037,-9.138361249004571,1.2653629989292923,-0.7686561203336986,3.317810711586108
1,2.33,744,8430,18025,11261,12441,3376,-18.720266458173906,19.080804138271482,-7.525009138381594,0.766827982159787,-9.141293482157138,-1.628547653932037,3.630154372670243,-1.3532463878926844,11.959533077906652,3.321100941330296
0,2.8,744,5820,7013,9303,18022,902,24.835586304387203,-13.486145990763724,-31.0518736068109,-19.73965370212615,22.332299922228287,-1.4134535645625859,13.548664761711645,13.100008672600252,-1.7828271875478858,-17.038944759742805
1,9.53,745,3987,9217,8735,5749,1180,-43.4031794761629,0.898315362540645,-0.983318017807288,-1.468284038373386,-1.990033751062002,0.2023763012811161,-1.6630748255026504,3.59403900298836,2.1438506985262733,5.288870956757707
0,1.69,748,9348,10425,16683,11754,1534,56.657218805870535,-16.512995287146488,19.68643536642004,-8.652467141227957,2.2130165244460938,8.069964756232524,41.698422659861535,1.5185875880480197,-0.589618489197899,4.5227293314411305
0,2.75,749,9913,9316,7130,9978,1134,26.04152328048746,-42.41070696239308,-10.5161310341529,2.9138692881952752,1.3561641870349124,-19.010551598183802,-34.360276935945336,-1.902397753211287,5.1204240480998555,-14.947272437078553
0,3.74,745,11800,15558,14218,11423,819,10.699235446177905,32.47938964676332,-1.45648151687935,5.192563438616487,9.899376180715166,-16.73775583592331,2.167602472188194,-0.2913059830972651,-3.3105057231455874,-6.268467247301408
1,5.99,747,495,780,606,31,654,-52.704808878043465,-4.257820801476353,7.2067564979311864,2.5754223407386387,-4.26918512221722,1.2404368646672383,-0.1430425284071193,-1.101987789656015,-0.6144782384232904,0.5559109367424805
0,4.01,749,5537,18296,19583,10872,1366,29.8615908637203,-9.363660308927543,31.959755575032133,-3.365232598719585,10.85094317501259,-21.88067376558471,8.382912481247565,14.150784494041803,-2.3240300361356305,-6.462404864090412
1,3.29,739,1495,1787,1354,2999,1128,-50.865325655212104,5.377793777615055,1.345929026553679,3.04898638421532,-0.5387645059396919,-2.368220930592938,1.342941454448916,-2.5692442242477664,0.7177752238299747,-2.2098715342741766
0,6.17,749,7490,17815,15489,9815,842,-18.497156099200055,-8.093603910526157,13.96884286435937,-6.177300520269049,5.512306834112511,-6.419773923420368,3.118585014046347,0.200497453278753,-10.05451040118172,-7.348706009575442
1,4.53,742,934,4804,5016,2132,1313,-50.58755381265583,-3.492640050720693,2.3090693894110914,0.9287725436654564,-2.902756666882576,0.10112331284658001,-1.5316948774055352,-1.8542373899094262,-2.1811767211664277,0.450898993586559
0,1.2,749,18447,16747,10858,10877,1630,61.828369218515,-35.15129462150452,23.526838271746815,20.4358491840412,16.578592542747614,-7.75539115479354,-4.77700276308466,19.907923097728112,19.295857006160777,0.5610509190675237
1,10.91,745,2454,280,1022,692,949,-51.87939815306027,-3.4070799665935323,5.264913603741104,-2.0128549184037605,-4.1303831218989835,-0.4395444676493723,0.06438400808963836,0.3578829869242827,0.1723214320683892,-0.477094365654093
0,3.17,743,12036,4167,2622,18258,830,11.507034392258092,6.00397493821896,-9.416747072786134,-1.6283781177774457,2.953619091375179,4.8715218412039905,12.073700009014656,-1.3766445026127991,5.3279020279814375,8.578488103436346
0,2.77,744,6102,1918,1548,18707,899,-0.1289843238535941,-7.7134673445341235,-3.596833262518414,-19.47017039107696,-1.292585580203958,7.973626758197865,17.14338832824145,6.244758588339705,5.572668354221962,-3.246820178444202
1,3.94,745,12068,18898,16093,12974,1066,-25.970638031038533,18.810096007175982,-0.12452571493768316,0.12157413353657652,0.9015991326424617,1.3379403397465632,-8.37317727113854,5.915606746109082,0.5206873625138859,5.848538853811083
0,7.08,749,7954,8561,4626,18461,1779,-5.9502682989549305,-30.367832443308316,-22.976484796673265,-31.15468755767028,14.648818223146929,2.8240709993057607,1.8562353951587847,3.6870958496740776,-0.38603330904892974,-0.6142786778651236
1,8.98,742,3635,423,1160,4430,1033,-46.81476365654391,-4.492159929350757,-1.1527638680904468,-4.486114835767127,0.8821540584553716,-0.3343285968944851,-0.14162423218444287,-0.9675853195961381,-0.6338293572388739,-1.1205695406496674
0,0.75,751,19482,20151,11013,13224,3680,46.86019106683479,-65.94543596775331,-40.22611523715975,6.257060153814469,-25.246210254665765,-11.425559609538157,7.749090749819023,17.52421292077703,6.61950853346309,-14.082250773159924
1,7.76,749,6034,5254,6320,1673,4399,-45.80029649151509,-4.8434465662909,8.069302540797745,1.2859380548703534,0.7295196837838502,1.302580989266452,-0.9064370447541382,-2.215918219725195,-0.4184936357144973,-1.400655388248889
1,1.07,752,156,12727,17920,9338,803,12.682228824965895,-42.53955686827343,-18.717282564441383,1.3942537872499339,-8.151859769055152,-5.5753288125088245,0.5484151189738957,14.604258635570398,15.88784802185512,4.479762709657277
1,0.84,743,17150,17417,14149,9723,1443,-7.795877508115094,86.89900244074725,-41.38837541683097,15.841196408920432,8.25889026377953,-11.504252072510656,4.588271354600362,-14.9744696507978,11.041378496232564,-23.959921680390398
0,1.13,750,2478,10539,12459,10193,1731,48.45010769066403,-48.46284386182974,-18.784091081115648,-4.381253763018287,6.898901219406906,6.556858533196313,-16.110605954713268,7.881461274632221,30.073573659649007,5.442891949331532
1,3.0,750,6214,14066,9668,7945,1083,-38.874311387616,-13.613021817129155,4.707649796328078,-0.2849737599920142,5.476519332117476,5.546259742852453,-1.182253221472483,1.3301389606143967,-0.9163657462366466,-0.8391371387261921
0,0.56,750,9100,5247,4124,6843,955,18.18332375772673,-47.22426374882312,-22.066607319744328,6.554773268313747,-17.823786765730596,-19.843812407620792,-6.437406683623451,21.006994636173285,19.09157142008248,-7.0779228924686
0,1.28,751,13609,17710,11805,8555,800,13.545813902679136,-44.384573054592096,-24.118018310121165,3.619719703171893,-19.784950650558645,-15.430042704442995,4.353581433506241,17.246240252505256,13.868649704455695,-6.595405623197887
0,1.48,743,15490,17179,10341,9762,1842,6.514300384525699,68.7326246264032,-43.36113248504748,15.535918023588234,-8.807827300186649,-3.3542615100079045,7.673068889219994,-10.721220626878152,20.683824555381978,-24.243108194855445
1,3.61,747,11215,20086,15382,9186,895,-13.588586237271679,14.547468428902192,17.006344724485796,-12.133538689689251,-10.364754822487582,-0.7631179119505922,-1.492204628016485,-3.9409220145358934,4.546273743968076,-6.310726912188621
1,7.1,746,5947,9896,7398,8170,1139,-41.91780478297626,-1.796488504876198,-4.326083318964186,-6.483654651998895,-1.3047694896620088,6.342355973925351,-1.0971818555120345,6.96106898301094,5.634605599398814,3.2665530542312373
0,5.06,747,18063,13125,9138,10186,780,-8.391659412458921,0.9732381384632772,23.506108199165677,-1.8848976684160206,-3.1536318364109808,-6.108667244904743,13.417703011270058,-3.013393797020232,-1.7295566312613784,9.809299753916143
1,3.23,744,1368,4857,7178,1420,1311,-53.464614158699305,0.3417633465987031,4.909259062021844,5.607671925861579,0.35556296639597657,-3.4344280205074202,1.3831329179523708,-2.4906460345084263,-0.05985475512709677,-0.3856595594993522
0,2.6,743,7478,11747,8767,14567,898,22.125216101025615,12.581468049131063,-14.488710567314598,-2.6617549849433777,4.694651736405272,0.003927842708782679,-1.7238577631391105,1.1074194704685052,0.3980697316833274,-1.790785192088877
0,3.86,744,2488,16361,16532,12760,781,-6.295210664577005,23.83962837417602,-14.01264246409651,17.28087788194544,-12.229070420574322,-7.493552233350469,14.003775347202772,-5.746639386722285,6.9577954896983245,3.447641747600028
0,0.91,750,120,18759,17715,9932,929,55.5541601830173,-32.170495650523264,17.651645039851022,17.838190775616944,9.15129499857693,6.4432306653840605,13.568771265338327,10.187756198841377,-19.222610324369718,-4.443960054137194
1,7.75,744,13079,18290,12095,20157,1024,-22.027786277021395,2.140595402200331,-13.991856787296793,3.062143614589959,5.374175730599254,-4.800589308732333,-0.5369060244676455,0.09168073123530587,-9.468865321904834,0.08806883045882978
1,1.02,747,11167,3499,5123,8389,1131,-9.364910786600039,-10.910094688796082,11.411059705646844,-7.1066738904985,8.100581740942713,-5.677254973828243,1.9252867831757863,3.3249233711171158,-10.351652049867084,-3.021044973623375
0,3.76,750,20127,19748,12530,13039,1618,43.070119770133424,-52.34720166655057,-15.984441430658727,21.92256087552919,-10.90543802595803,19.831947786026973,19.700688451936443,7.171962999751197,-6.719008055648008,-0.4406011619184993
