FP_IDX,FP_AMP1,FP_AMP2,CIR_PWR,MAX_NOISE,RXPACC,PREAM_LEN,CIR_PC1,CIR_PC2,CIR_PC3,CIR_PC4,CIR_PC5,CIR_PC6,CIR_PC7,CIR_PC8,RANGE
747.0,1390.0,17392.0,11821.0,1078.0,335.0,1024.0,37.45062019949593,11.700125629929133,-11.020367274853925,-24.87751406590347,-19.8770870161424,7.821843840711242,-23.760252266265727,2.817970963856617,1.08
746.0,5184.0,8350.0,12220.0,1563.0,345.0,1024.0,52.21989465338181,-13.831420579710166,-8.445751436292781,-0.6185072453728772,-12.447131892393893,6.161881020523012,-2.064755489590996,7.103778708674385,3.06
744.0,11895.0,16864.0,9503.0,815.0,413.0,1024.0,3.9667834387423566,33.21072594762702,-13.033348968563883,20.631664033931763,4.124078336419488,-5.155792857236435,-10.620743470425548,1.7077459570989095,3.51
748.0,6545.0,17083.0,11634.0,968.0,355.0,1024.0,29.35310553351701,-5.657006333452897,13.69909469452709,-15.565252353360997,6.023827568835271,-12.778998680201864,0.1783665374668201,-9.381261484626153,1.67
744.0,4411.0,11468.0,9338.0,903.0,350.0,1024.0,11.37937827581351,39.93136770682177,-1.0377940753170525,-10.41044287180443,5.691338625553689,-1.9072441728411005,23.160421682515253,-18.161808491525143,3.1
744.0,14733.0,5056.0,8134.0,892.0,485.0,1024.0,-11.465544389138614,22.95066319220016,-9.311725758193168,-1.3953614723649068,2.2464833373217976,6.2807550796149965,-3.730442245588724,6.283558688249451,4.41
749.0,9819.0,18022.0,9326.0,1068.0,856.0,1024.0,-28.87221158375072,-8.611238207571226,12.134474095018495,-6.845261803604338,10.188827907023796,-1.4741203661791389,-3.507188288369933,-1.5344655611989977,5.03
750.0,6414.0,17788.0,13584.0,2804.0,320.0,1024.0,36.52304540638384,-43.47361117250821,-17.821792351904797,-11.044822246392942,21.628933233592413,35.905012066099296,23.37579834692762,10.463708834360874,2.16
746.0,11914.0,17712.0,9656.0,838.0,329.0,1024.0,27.0171428318149,37.799519485534205,0.0965316381743906,-11.44396937566816,-16.031713384885464,2.99568859169831,-5.863373843276168,-11.832353691565302,1.49
747.0,9340.0,19035.0,11989.0,1853.0,323.0,1024.0,44.33841206460192,16.953377094410147,2.7657454203227587,-40.09211306679311,-13.799745771613432,-1.4700965350418336,26.60299145599127,9.837548258375651,1.64
745.0,9025.0,8083.0,17203.0,1818.0,402.0,1024.0,46.30605903203589,-7.786170263267364,-15.38373528444278,-9.429409698399684,0.8216147939958516,-18.655347388481403,24.13502074216357,-1.2900914944437756,4.7
745.0,15614.0,2652.0,7634.0,836.0,339.0,1024.0,18.001150185095426,27.413684691733103,18.1762026251134,-0.0571127060224505,-8.701581704118242,-7.429075355943652,8.040532814908133,-10.96045888120615,2.91
747.0,4006.0,17237.0,6056.0,905.0,526.0,1024.0,-20.956463289888127,15.108321478628678,25.177566234299917,-5.774825121363974,-12.366846316005848,3.2915323256213367,5.916063817352659,-9.762878501434878,6.35
748.0,9053.0,20112.0,10565.0,882.0,513.0,1024.0,6.402808979954131,-1.6994498852817066,22.310192067567755,-14.492483855607786,4.78028285149293,-10.066203727630372,6.85389516060905,4.250511613955772,2.63
744.0,9479.0,18578.0,8798.0,781.0,660.0,1024.0,-37.96748150741525,24.11235846395369,-19.80103214110303,11.829276716035077,13.168558338748298,-5.6448467987899305,4.720104076608802,-5.654858976617109,4.44
751.0,14847.0,19109.0,11173.0,724.0,425.0,1024.0,5.27767080800566,-42.19507579650471,-16.28115184901505,17.140139802023967,-26.2361428011785,-8.598111737698288,8.14919603098191,10.668626418736626,3.29
744.0,19727.0,20104.0,12437.0,3519.0,308.0,1024.0,16.793085047429347,107.0580190138582,-35.58006421051194,10.554180589165052,-5.708561526009475,-14.947445035319252,6.58472068129937,3.736807547960857,0.21
745.0,16573.0,18091.0,12729.0,1797.0,269.0,1024.0,40.37259817362293,91.24224319753992,12.118355346420747,13.339112843402068,16.910913997900906,-5.9081012486114215,-13.605031860609945,29.164800125798,1.56
748.0,16657.0,15643.0,15499.0,1666.0,315.0,1024.0,59.73031490556528,-34.57955730908432,5.49001237451877,-12.696297277923463,26.696731008599027,-15.410387262308069,-0.0476118931785522,26.01001570869596,1.62
744.0,14211.0,5634.0,14863.0,1263.0,1024.0,1024.0,-25.815910752149623,0.85011493101028,2.271732784967573,2.728370146166505,-15.852034504983315,-5.219996122789546,-3.713098018206678,2.076874767970933,6.61
750.0,17550.0,18392.0,10724.0,2009.0,266.0,1024.0,60.751996303028655,-49.87885762479216,9.700951667747905,43.17198678614991,0.6785853224673712,9.587967892518742,-13.947760183813152,-16.626815021619073,0.68
750.0,3729.0,4570.0,12921.0,1567.0,469.0,1024.0,-5.738235486703361,-34.80991594324637,-29.35335072242495,-27.89759572788077,7.518134870792346,1.7192127237370611,4.624383711248438,4.2314030517347785,6.08
748.0,7090.0,18178.0,24308.0,968.0,495.0,1024.0,25.19880305235922,-21.66737138939965,-15.476040007910385,-50.1464336805335,8.54254060981391,-6.063492102050016,8.016143818808438,-10.261725487497994,2.18
751.0,15642.0,19478.0,12303.0,1698.0,287.0,1024.0,50.8722709026133,-66.05830285255612,-33.761855116343625,20.441559026591943,-31.06464100838019,-13.477083793470108,2.371845850182364,7.555021085203756,2.01
751.0,14762.0,18938.0,14524.0,950.0,490.0,1024.0,4.008623055434309,-38.66704113737682,-15.675063002666269,-2.055591788094848,1.1749211551882266,12.724798784656937,7.265982779956305,8.282025859243609,2.02
750.0,5549.0,17214.0,6394.0,803.0,350.0,1024.0,11.923876105031452,-28.344141459489016,13.048921158445332,24.683019190838536,0.2173809634683988,12.447759363871612,6.761396870099259,-6.501029362607376,4.05
750.0,15300.0,17022.0,11018.0,1620.0,277.0,1024.0,54.55983399966394,-57.22291264192241,-19.987960860979516,16.40655510329661,-16.558380427053674,-1.3392470672796155,21.425746091351,-1.5565444029093256,1.7
749.0,14964.0,10217.0,25028.0,1413.0,522.0,1024.0,26.083692400762008,-32.850469206007624,-17.702359128828096,-33.32731484390578,4.895334192534166,-14.746978283273185,7.353402920621181,0.9340617378021224,3.36
749.0,18664.0,19562.0,10588.0,1799.0,283.0,1024.0,61.07370016190028,-28.470893121085076,39.80916092564985,35.2150136748126,18.50576694272852,3.6587168189711496,2.6802737729836026,2.1842731609843407,2.74
748.0,17454.0,17163.0,12178.0,2054.0,269.0,1024.0,73.16116098220667,-25.528230432419917,40.982821194126885,25.70305108356388,23.216233801168343,-14.963685581742078,-29.555887586472245,9.498222523481964,2.6
751.0,8010.0,12604.0,9359.0,1684.0,305.0,1024.0,14.61238574395658,-48.553734539639336,-38.8440460398318,-19.370665989360138,-2.9382495314637223,0.3734204709742379,4.757251715039804,10.724628571820013,6.51
748.0,5146.0,14076.0,16072.0,2631.0,338.0,1024.0,38.22995226099108,3.4365880073626505,-17.28551129934211,-62.29042622890846,-6.650128617682433,24.65781622254363,26.6166039852277,-1.9985875192325115,1.49
747.0,12893.0,7888.0,11646.0,890.0,743.0,1024.0,-21.518135457135024,-4.544095706179439,9.809499182153798,-9.49685050857821,2.0186806628373564,5.153899445929605,1.2031800064852562,-1.492613881684822,5.57
751.0,11087.0,12420.0,13596.0,728.0,407.0,1024.0,8.651141220154864,-40.61064163675655,-25.833720019266583,-19.563171008049217,9.20441993010631,17.986869003794876,8.58466287493577,5.015074535654814,5.41
746.0,15365.0,18122.0,11191.0,1057.0,322.0,1024.0,42.233052690603394,24.520043179992246,-0.8345819396669221,-25.955998917939663,-25.586626823532225,-0.4144209020087714,21.606007645949585,9.059908185636608,2.73
750.0,9444.0,17860.0,5808.0,660.0,475.0,1024.0,-14.862672768284677,-22.659691407140837,8.175241094721695,19.758262981015324,-2.556215446297155,13.113332185347163,10.091273007440131,3.749883674611156,5.17
747.0,22.0,20183.0,11036.0,833.0,614.0,1024.0,-8.005915671181622,18.17163904426897,23.10123799686584,-11.1055280948782,-0.6060116592375681,0.3078597702137552,-3.571930738416573,-5.795838392859511,5.12
748.0,7290.0,9598.0,14401.0,1010.0,548.0,1024.0,3.9043107774675354,-24.10865108995876,-4.423949053572229,-9.382073623984022,-8.572880905976515,-19.004995587519744,7.677312163968002,3.571990932333387,2.84
749.0,18350.0,17669.0,10857.0,2362.0,273.0,1024.0,63.18284124130424,-31.859544989512948,18.20707526008813,7.15781623546901,21.0242642182101,14.460442134818129,26.33939471571169,9.835058286615482,1.47
745.0,2138.0,13093.0,8518.0,1537.0,273.0,1024.0,47.79542291753931,24.743944451252688,-12.500016087060011,32.02084348697639,-15.851760859791067,10.354271520306703,14.79038623800652,-13.799837393575991,1.99
746.0,12350.0,8208.0,11212.0,1240.0,312.0,1024.0,59.98069359355087,5.621389723935547,29.603364418687164,12.736656215614302,5.120549471562784,8.159288567502635,-2.009231571492548,5.579682411609724,1.44
748.0,5245.0,13324.0,17238.0,2296.0,364.0,1024.0,39.278510177445895,-29.410443346731675,-13.829840684565688,-31.791645356897227,9.642360382116324,29.64445845010584,36.50752446275956,-4.0715136358149335,2.44
750.0,2975.0,10186.0,13898.0,2118.0,320.0,1024.0,39.05178016589405,-40.07314514243508,-18.34427967622061,-35.38477647198281,33.009608539381695,11.490306160219316,2.096500167223229,-0.4011452755948808,1.16
751.0,2279.0,15526.0,17932.0,2446.0,386.0,1024.0,29.316191943116998,-53.939448072101385,-42.23488472199354,-25.20614116892139,6.633063117769025,19.79890643375621,21.569929396669917,13.943545977376647,3.64
744.0,5820.0,7013.0,18022.0,902.0,426.0,1024.0,24.83558630438373,-13.486145990656938,-31.051873467210264,-19.7396534518124,22.332335488712,-1.4133728474000844,13.548418969289155,13.099431666225511,2.8
748.0,9348.0,10425.0,11754.0,1534.0,301.0,1024.0,56.65721880586973,-16.51299528712777,19.686435413157195,-8.652466999873473,2.213025652458819,8.070008930377671,41.6983025993354,1.5185013748239835,1.69
749.0,9913.0,9316.0,9978.0,1134.0,334.0,1024.0,26.04152328048653,-42.41070696237137,-10.51613099804621,2.91386932221598,1.356170651955216,-19.01053291552854,-34.36031828613233,-1.9025303117659944,2.75
745.0,11800.0,15558.0,11423.0,819.0,443.0,1024.0,10.699235446177743,32.479389646764595,-1.4564815064780503,5.19256346116338,9.899377592707795,-16.737746068790223,2.1675826303295493,-0.2913286559794834,3.74
749.0,5537.0,18296.0,10872.0,1366.0,382.0,1024.0,29.861590863722263,-9.363660308994463,31.95975550003755,-3.365232604355384,10.85092370846128,-21.88070351002928,8.38303007348808,14.151123612966918,4.01
749.0,7490.0,17815.0,9815.0,842.0,728.0,1024.0,-18.497156099200403,-8.093603910513783,13.968842880256988,-6.177300533429384,5.512310397012619,-6.419766326295754,3.118555952115814,0.2004411577962403,6.17
749.0,18447.0,16747.0,10877.0,1630.0,279.0,1024.0,61.82836921851345,-35.15129462145924,23.52683832862554,20.4358493008978,16.57860654016281,-7.755357538776248,-4.777107787187077,19.907717479414146,1.2
743.0,12036.0,4167.0,18258.0,830.0,581.0,1024.0,11.507034392254006,6.003974938356452,-9.416746921461858,-1.6283779914862753,2.9536599585434438,4.871590521050244,12.073443080127968,-1.377320536543242,3.17
744.0,6102.0,1918.0,18707.0,899.0,627.0,1024.0,-0.1289843238547452,-7.713467344494316,-3.596833204261181,-19.470170223264983,-1.292571102084921,7.973671620718789,17.14324811709555,6.2445825603094605,2.77
749.0,7954.0,8561.0,18461.0,1779.0,598.0,1024.0,-5.950268298960269,-30.3678324431254,-22.97648459583694,-31.154687406252386,14.648871522330143,2.8241594835657278,1.8558953523660104,3.686220276857013,7.08
751.0,19482.0,20151.0,13224.0,3680.0,312.0,1024.0,46.86019106683707,-65.9454359678295,-40.22611533362049,6.257060300594106,-25.246231849484456,-11.42559876445487,7.749250091033528,17.52460151041481,0.75
750.0,2478.0,10539.0,10193.0,1731.0,286.0,1024.0,48.45010769066872,-48.4628438619876,-18.784091262233765,-4.381253888227215,6.898855417950434,6.556777573744728,-16.1103174360726,7.882228400789573,1.13
750.0,9100.0,5247.0,6843.0,955.0,279.0,1024.0,18.18332375772594,-47.224263748788935,-22.06660729870721,6.55477317059724,-17.8237788044368,-19.843814000144636,-6.437455409042577,21.006886008445157,0.56
751.0,13609.0,17710.0,8555.0,800.0,321.0,1024.0,13.545813902682267,-44.38457305469527,-24.11801842717961,3.619719709131181,-19.78497859755923,-15.430090070447484,4.35376569626576,17.246703904970534,1.28
743.0,15490.0,17179.0,9762.0,1842.0,264.0,1024.0,6.514300384524957,68.73262462642404,-43.36113246044896,15.53591800853986,-8.807821902492028,-3.3542548978865825,7.67304556031126,-10.721322711573013,1.48
747.0,18063.0,13125.0,10186.0,780.0,597.0,1024.0,-8.391659412461118,0.973238138536582,23.506108285675687,-1.8848976776880348,-3.153610562889567,-6.1086284946592935,13.41755319360118,-3.0137423641138774,5.06
743.0,7478.0,11747.0,14567.0,898.0,423.0,1024.0,22.12521610102836,12.581468049040042,-14.48871065544767,-2.6617550585334118,4.694627939803995,0.003905224524471,-1.7237794183947153,1.107906278464871,2.6
744.0,2488.0,16361.0,12760.0,781.0,553.0,1024.0,-6.2952106645769215,23.83962837417343,-14.012642466407623,17.28087787881871,-12.2290712359576,-7.493552862155935,14.003776581025614,-5.746626978194402,3.86
750.0,120.0,18759.0,9932.0,929.0,289.0,1024.0,55.5541601830205,-32.17049565063711,17.651644916999224,17.838190760187683,9.151261862742508,6.443182253522843,13.568969143982024,10.1883239138407,0.91
750.0,20127.0,19748.0,13039.0,1618.0,337.0,1024.0,43.07011977013282,-52.34720166652296,-15.984441413422973,21.922560937681958,-10.905430821733088,19.831955937582908,19.70063174984214,7.171877603300683,3.76
745.0,4595.0,1922.0,12506.0,1258.0,426.0,1024.0,22.75937024073836,-4.390123624203249,15.948128564252062,-12.254228852150938,5.604823376522122,-6.931496406287885,3.831967273624116,9.098353637089447,2.3
747.0,9018.0,16637.0,9874.0,1838.0,317.0,1024.0,31.82904890464876,-9.433202311102896,5.436584891415694,-40.556724009030326,8.261133426447723,-14.834475117083958,7.868632826168286,-20.88228350819185,3.0
749.0,18477.0,5675.0,12132.0,945.0,304.0,1024.0,55.50503468955054,-43.232523597583146,7.928368740598997,26.30172219651069,-10.89002566605999,-21.664403606004548,4.704997903831152,9.778490102629688,0.6
748.0,14264.0,15031.0,12482.0,1008.0,318.0,1024.0,54.74610954854567,-4.911323002364908,14.10673281243465,-25.83693481610476,9.27410264182957,-5.233888305467239,-19.84013258026683,-8.80781451674691,2.56
748.0,3712.0,16895.0,11420.0,1724.0,264.0,1024.0,74.6825107489086,9.947369541021883,33.422153385802424,-0.1627603951149457,-23.649236567758454,6.936126782175602,23.737919692053342,-18.900832547431648,2.21
751.0,7464.0,18219.0,8798.0,1692.0,266.0,1024.0,44.79135603408682,-58.50724185875896,-24.249785910807702,17.078761634996514,-19.492041758365435,-5.6382071919581005,6.497135649160214,10.182374816849851,1.19
743.0,18481.0,18662.0,13794.0,2712.0,295.0,1024.0,44.49535635253887,32.79154051706241,-59.90130455908478,37.476710771813096,23.778444930615933,6.84779908010671,15.261896235688717,-25.08944301529524,2.09
746.0,4684.0,11218.0,11148.0,945.0,814.0,1024.0,-23.504719284513065,-7.35765909111959,3.744156690633489,-3.4289203935608827,-4.842337024653825,2.625907533100073,-12.502338732779776,-15.684538586566394,3.77
748.0,18966.0,17453.0,11665.0,1389.0,278.0,1024.0,66.37530649608452,-11.83685322655962,45.39958595453418,5.55337060456286,15.7968320059115,-35.95686704506405,-30.88599694419812,-0.0198188608807756,1.14
746.0,1977.0,8991.0,9912.0,2344.0,264.0,1024.0,66.05017791630135,-8.712999811154159,12.605241499519806,32.32487403914251,2.1991429283106463,20.35275082718603,0.573451073023699,9.274039375829313,1.63
750.0,11694.0,17629.0,9499.0,2594.0,268.0,1024.0,42.727859174633394,-55.59372557241323,-14.153109767950976,30.76554824114904,-18.18680537244038,15.383197959851003,7.122962871999049,-10.234565912904372,1.19
745.0,11921.0,14455.0,10896.0,1966.0,263.0,1024.0,60.26639287217628,54.64206999054417,-3.6014181525644187,-2.2951597135721857,17.660867694612712,-23.64195120100052,13.55009907938907,8.441379594513021,1.47
746.0,16210.0,19722.0,11565.0,1035.0,299.0,1024.0,49.014058091263095,64.1467241404313,25.958871185377557,4.268168971914373,-11.48369105877174,31.18942723772679,-0.3038079933718178,0.2936779317282608,0.83
751.0,6609.0,19636.0,8585.0,1159.0,341.0,1024.0,24.927433738649995,-38.80835095386774,7.686329989155991,40.424157357222285,-8.536944229958854,17.37982419397065,21.49223201252935,16.50087992832047,5.25
745.0,6832.0,14265.0,10266.0,727.0,403.0,1024.0,1.589705792763503,29.35307959365784,-38.22050400011244,14.681265635815215,-8.973843785817925,-6.176251541867909,15.569800701504946,7.249527402869534,1.3
749.0,7825.0,18301.0,12916.0,2635.0,322.0,1024.0,56.90776682168659,-16.703654739570297,24.860943151011007,-16.769522605331062,24.890618820164764,-14.43092227344704,12.321039837498116,25.25647437006684,2.08
749.0,17039.0,18044.0,11239.0,2577.0,262.0,1024.0,72.369843602823,-35.11476854749594,18.723976254241958,18.88769938927907,13.397914967206406,15.820734282552223,34.45323566450089,16.933067496669867,1.1
745.0,8789.0,10701.0,10233.0,900.0,289.0,1024.0,48.11414216380285,53.10090472053992,25.28587359872368,11.926421192010078,5.702238146536753,-12.695405692109713,25.890026116895815,0.5839689607454269,1.1
751.0,4319.0,9503.0,10580.0,2291.0,287.0,1024.0,32.36833990326151,-51.8217565728856,-44.290416776926726,-34.081009523803026,13.369928543240809,12.048701947919794,8.786809716508147,5.741131480238558,1.83
749.0,4878.0,14955.0,8448.0,1311.0,312.0,1024.0,30.57392412329981,-6.016411781028081,19.797484575784548,-29.54741514647463,14.456790897455694,-25.34746333921662,0.2285946166250601,-0.8277935229068946,4.51
747.0,5290.0,2108.0,13858.0,1710.0,402.0,1024.0,17.95512170098746,-27.61891727463932,-23.930618117898018,-18.856668061462152,-5.08973919975939,-2.281475327044857,13.06321580932006,25.70569718225732,3.51
751.0,12755.0,20324.0,12597.0,1956.0,353.0,1024.0,27.99024744082801,-53.204484682030895,-24.65825607643595,13.157326326240874,-20.62615412111059,6.345165244811864,26.11627253229562,14.548341025329671,1.26
744.0,6726.0,1857.0,2919.0,1075.0,1025.0,1536.0,-47.174120150435215,0.6951734337124368,7.783876880598981,2.983641419538627,-2.2368752519769517,5.2309381511689566,0.1062009076622731,-2.1041345869000536,7.05
746.0,3013.0,18447.0,7851.0,1546.0,305.0,1024.0,15.17565383857996,49.87771807143196,-14.351668123028723,9.734802742316909,-22.279015577494647,-3.581697923444616,-9.190390389090132,31.150462521966503,4.16
743.0,12861.0,17446.0,5745.0,1559.0,291.0,1024.0,-11.988282294123836,47.696211779871,-32.26971487167827,22.01917750752358,26.482159039702942,-14.784014987011949,6.233666808282179,-11.40121256521101,4.9
745.0,7119.0,7085.0,13412.0,1136.0,356.0,1024.0,50.372748561625656,5.99433191926211,6.907007605145347,17.711393117234312,-12.448784335941257,10.078438712987756,1.1107583023616208,5.452248376878015,0.7
745.0,8188.0,17277.0,8932.0,1725.0,261.0,1024.0,38.19016901860533,62.69030860579349,-23.524234523042907,1.958057852430537,-17.497593986227496,0.1299859048501696,-25.791802092490176,7.545643870999221,1.06
748.0,8865.0,12961.0,8765.0,760.0,416.0,1024.0,16.109930608319303,4.943919215101204,20.072741418714973,-6.429650298517415,-13.767397310115982,0.781749097178051,16.870097657252742,-7.956494296658174,2.95
745.0,18538.0,17194.0,15262.0,791.0,418.0,1024.0,29.966444822612434,31.722737221324756,-19.17073486369856,8.524673297939918,-1.504049100944765,22.330585033839892,-20.6624615044795,8.479101280077108,0.92
744.0,16348.0,18130.0,13486.0,1386.0,330.0,1024.0,19.798922477828448,48.619253938280565,-57.670616346829846,15.515901231045016,4.883390367890595,0.4677231026399273,-2.2520340932398573,-8.59188503265664,1.53
746.0,14749.0,19012.0,14676.0,1129.0,403.0,1024.0,37.28174212189829,37.08797515319438,19.00891886911837,-0.0291919558505542,-1.5153022055372272,7.080582633206057,-3.695715521029512,-13.388691749696076,2.31
749.0,18708.0,17536.0,11070.0,1786.0,276.0,1024.0,65.08589662107067,-45.12816928590991,24.24356079667457,52.66434163585606,-8.979680803634828,-13.204330666810463,-2.6144631143409973,-1.911801914460286,0.07
744.0,3930.0,9629.0,9363.0,1294.0,299.0,1024.0,29.77314667173416,61.39540969570077,0.2085144223334351,-9.559726556153432,-17.356344311614947,16.256238006870614,18.87711788442533,-10.081817805049129,1.68
749.0,9029.0,9113.0,8798.0,1090.0,315.0,1024.0,33.33529767809739,-32.89544491968885,10.04534038604401,12.35930392734572,2.69051134006409,-23.07232298273948,-17.787861131320252,12.575381520383946,1.9
750.0,120.0,13179.0,9625.0,1087.0,1024.0,1024.0,-31.442734401227057,-13.467907380979312,9.393630973219352,3.907929612706128,1.9816942588879776,-4.037113626681086,-2.237534906615555,5.363173864638476,5.54
750.0,10081.0,4854.0,15831.0,950.0,429.0,1024.0,16.199192777823978,-45.949861435439615,-31.377263381925044,-23.324803570868145,7.528082722001163,-3.871470979802663,-12.141687434993615,0.3624799979608233,5.78
748.0,17460.0,17311.0,9226.0,2636.0,259.0,1024.0,61.65914363535811,-13.298618296399068,44.87674136123541,18.984837455306188,18.73460200042997,-10.938518331864085,-2.263706113005584,10.185422728201464,0.83
744.0,6736.0,2493.0,9393.0,1012.0,1024.0,1024.0,-35.065764064860176,3.4486306551719537,6.642129832349287,-2.1177298668979967,-4.274515898303817,5.548384881559691,-6.381063134707452,6.900877908798261,6.96
745.0,16736.0,18146.0,10919.0,2224.0,265.0,1024.0,43.297726348359895,87.26300675432917,1.610427260806018,-15.489083475918752,-12.089157414118477,-2.656768877966562,-8.160934038052849,11.055463141887628,1.25
745.0,2173.0,16761.0,8992.0,959.0,331.0,1024.0,20.36365239318377,45.88054665541368,8.07832549231074,6.964605133894162,22.517273794119696,-10.92392875977908,11.076000764421304,0.2196741360090287,2.32
747.0,18569.0,18045.0,10541.0,2337.0,269.0,1024.0,67.94873950427473,12.353012831166511,53.47171611732457,6.308122385615997,-2.799053542946943,-9.550341953640505,12.01170131980517,3.43375136232279,0.68
744.0,4963.0,10545.0,10651.0,681.0,415.0,1024.0,16.644078316086883,20.600789932133527,5.6068037487296,28.399912604449444,20.236020452633674,1.3429340421095586,-7.827741534099717,-0.4654481235216151,3.56
749.0,1059.0,10953.0,10114.0,723.0,390.0,1024.0,15.62000386259617,-21.865401638676037,-0.2017261557316304,-11.761804712327065,5.418364184361706,-13.858381029324194,-18.18847399893391,-2.291455028952416,2.51
751.0,16800.0,15468.0,11955.0,2524.0,265.0,1024.0,56.90353719136843,-72.15626412047226,-40.53541108977448,16.98332648355613,-34.00442987275984,-18.38965102670204,-1.0111756045651563,-4.306881010605576,0.7
751.0,2770.0,17279.0,12525.0,2273.0,279.0,1024.0,51.78057725306245,-63.78885190062178,-35.68583436699757,7.840215393424265,-10.660855353614732,12.56811904653671,-1.6769984801966076,-19.07836569182144,0.74
746.0,3928.0,13330.0,22316.0,1559.0,563.0,1024.0,17.250984562572043,-5.71921231538729,-13.4061910846312,-21.78546186007101,7.731762632759721,-0.5269244457795133,8.851768425935783,21.149449398873674,5.92
746.0,13291.0,16702.0,21519.0,953.0,668.0,1024.0,2.5882447355835643,-2.723115871836313,-16.01597190530735,-19.58205680405617,-19.285169812625465,10.213151379709672,3.856937707524832,0.4235914240352838,6.25
744.0,18607.0,5504.0,10861.0,924.0,372.0,1024.0,5.335258670691529,66.52083226861483,-16.503541740698854,5.9509814550936735,3.825564067185904,-0.3025928432682054,-4.781498372896151,-1.0401565195551452,2.63
745.0,15817.0,20497.0,16157.0,1070.0,721.0,1024.0,-4.847056168384527,22.35786675767834,-5.4398061309584405,5.354042048917022,-7.694139324002308,4.795091886588994,2.53188271957057,3.576547869135781,4.94
749.0,17248.0,6516.0,19558.0,1763.0,426.0,1024.0,35.47042126131029,-38.59640251964586,-20.98189011099556,-29.928597759942686,2.3763613775480232,-12.328094283438364,15.963560383517637,1.1860104753297616,2.35
751.0,17879.0,17769.0,10909.0,2862.0,263.0,1024.0,58.20049353713364,-68.20245500242686,-31.096289539956597,22.77191895537515,-26.879934422932443,-7.868004668870781,-9.720208241753433,-10.498019952710491,0.56
749.0,6836.0,12336.0,16248.0,830.0,599.0,1024.0,-0.1517136471483922,-23.324742242542477,-2.020699007578889,-14.560362066996449,2.789582137101483,-4.634519564784194,11.697231864833642,-4.677077831412919,3.04
750.0,14613.0,16207.0,11955.0,1234.0,289.0,1024.0,51.4981872607425,-46.47880002358371,7.871421797526986,28.029993583407126,0.0001731054088554,-31.152532873904654,-33.974278008404255,13.294324562614866,1.27
745.0,11496.0,17285.0,6220.0,1113.0,296.0,1024.0,11.276508810089837,48.073266304021125,-5.377511054953361,3.649759059702702,-15.118803644293257,1.8597838515312928,-22.764903677060328,11.230592292166827,4.93
746.0,16374.0,16288.0,11118.0,1555.0,275.0,1024.0,62.94600381709481,42.26372132100268,32.08844640735858,9.71045472634144,-19.423871166736568,14.540570248528294,4.985960455907006,6.867169059325219,0.85
