FP_IDX,FP_AMP1,FP_AMP2,CIR_PWR,MAX_NOISE,RXPACC,PREAM_LEN,STDEV_NOISE,FP_AMP3,CIR_PC1,CIR_PC2,CIR_PC3,CIR_PC4,CIR_PC5,CIR_PC6,CIR_PC7,CIR_PC8,NLOS,RANGE
748.0,10985.0,16999.0,6106.0,967.0,473.0,1024.0,64.0,9716.0,-11.828149953437306,-10.510420996879285,18.720532344689232,-2.9495044418929677,17.372033501887035,-4.235544801617536,-13.991977358642403,-8.699817731496005,1.0,4.58
747.0,9955.0,19370.0,9304.0,1440.0,473.0,1024.0,84.0,12651.0,7.994695946557439,10.745069139298682,25.444136914387613,-9.620876011993277,-1.435467747245449,2.096841071453406,-4.43559859211931,-8.134687396687173,1.0,1.23
746.0,9067.0,16420.0,8192.0,897.0,731.0,1024.0,60.0,16956.0,-28.83806571691881,15.645701408490979,-0.8837368807428139,-6.937655908542034,-14.441341710281215,1.2249671691174797,-4.0334922294604425,-0.9482679443392353,1.0,2.71
744.0,10364.0,7633.0,10456.0,1354.0,272.0,1024.0,52.0,11581.0,44.795955949792734,72.52068464798819,-12.880510450423337,2.2517056777802313,2.4440820361346014,9.84622199597444,-5.707817384084654,0.034305550301059265,0.0,2.34
749.0,2565.0,9501.0,12887.0,861.0,380.0,1024.0,48.0,12348.0,26.36543609190237,-39.836083511994104,-12.678596916510767,-10.704239061119301,5.791001250870118,-11.23590746771973,-2.7116506901090376,-5.877509579671171,0.0,1.75
748.0,14579.0,6746.0,15614.0,1565.0,362.0,1024.0,76.0,6769.0,40.1935309761971,-31.919496240453544,-8.671725566440898,-11.298398973706027,14.634899405032169,20.055211789372635,-3.596003472266938,6.360664676712231,0.0,1.27
747.0,7720.0,10902.0,15078.0,1019.0,1024.0,1024.0,68.0,9726.0,-31.91526272082377,-6.768257841051542,-0.5055910606719759,-16.769971277303515,-0.17944252356175197,2.0791930520900115,5.899171855644209,4.100504102639644,1.0,6.86
744.0,8198.0,10673.0,10315.0,1300.0,1024.0,1024.0,88.0,11455.0,-35.99454836343038,10.376363327950635,5.667358704522797,4.672955017900341,-3.0125578670364908,4.929344739408882,2.234207893734746,-2.1188645490434768,1.0,4.51
747.0,1390.0,17392.0,11821.0,1078.0,335.0,1024.0,52.0,15882.0,37.45062019949358,11.700125630013165,-11.020367148816115,-24.877514159353108,-19.87705501337351,7.821857266264755,-23.760399040208014,2.817568449654844,0.0,1.08
746.0,5184.0,8350.0,12220.0,1563.0,345.0,1024.0,72.0,9297.0,52.21989465337954,-13.831420579628244,-8.44575137277412,-0.6185072596784701,-12.44711606466078,6.161906404021726,-2.0648984118658675,7.103391511137286,0.0,3.06
744.0,11895.0,16864.0,9503.0,815.0,413.0,1024.0,48.0,9752.0,3.9667834387423895,33.210725947624304,-13.033348973488552,20.631664037899082,4.124076592883693,-5.1557943606391445,-10.620723787769132,1.7077544593214604,0.0,3.51
748.0,6545.0,17083.0,11634.0,968.0,355.0,1024.0,52.0,15057.0,29.35310553351819,-5.657006333489522,13.69909465359472,-15.565252356107232,6.023817077025844,-12.779008797890311,0.17843281698812746,-9.381074494620211,0.0,1.67
737.0,1358.0,1523.0,1401.0,1301.0,1024.0,1024.0,88.0,1275.0,-55.80864103452671,1.2954531946271253,5.465826946770264,3.35963884550516,0.49608435105898535,-0.9545221734874589,0.8944671047644426,0.0016452299538970926,1.0,2.8
744.0,4411.0,11468.0,9338.0,903.0,350.0,1024.0,48.0,10757.0,11.379378275813606,39.93136770682264,-1.037794083567271,-10.410442917971116,5.6913361955581,-1.907259331261826,23.160416874940974,-18.16179211834852,0.0,3.1
749.0,3454.0,6097.0,4218.0,1086.0,1025.0,1536.0,72.0,4420.0,-49.24339282197258,-8.745015925744193,5.550787946984646,-0.6357463161576312,1.183241247757869,2.536612795566055,-1.1174535108027852,0.2134408438143136,1.0,8.5
744.0,14733.0,5056.0,8134.0,892.0,485.0,1024.0,60.0,4760.0,-11.46554438913836,22.950663192187676,-9.311725736618744,-1.395361524629469,2.246487617413616,6.280731954123622,-3.7303892928003672,6.283616010162567,0.0,4.41
749.0,9819.0,18022.0,9326.0,1068.0,856.0,1024.0,72.0,13230.0,-28.87221158375027,-8.611238207593011,12.134474080826285,-6.845261835738412,10.188823242122668,-1.4741401408072905,-3.507121920005776,-1.534363948351188,0.0,5.03
748.0,568.0,11739.0,9604.0,1015.0,1024.0,1024.0,68.0,11425.0,-32.71256231439432,-7.413350983368895,6.13659783912525,-5.300819353533881,-4.264154891024194,0.528210295733282,2.3949269724983284,-6.483758890319234,1.0,2.89
750.0,6414.0,17788.0,13584.0,2804.0,320.0,1024.0,124.0,16707.0,36.52304540638807,-43.47361117263546,-17.82179247195792,-11.044822185188915,21.628903841573937,35.90499135983888,23.375970537572265,10.46436515600119,0.0,2.16
744.0,3693.0,8914.0,9633.0,717.0,492.0,1024.0,48.0,6741.0,-4.974100283989912,-8.738184342062292,-17.436761293402007,9.13319534498529,-11.186614118598687,-23.59370894069998,-0.2459758346288192,4.405718839468225,1.0,1.28
746.0,11914.0,17712.0,9656.0,838.0,329.0,1024.0,40.0,13839.0,27.017142831813885,37.799519485566606,0.09653167540188,-11.443969336585067,-16.031703371649474,2.9957188771052587,-5.863423504252718,-11.832527471264624,0.0,1.49
747.0,9340.0,19035.0,11989.0,1853.0,323.0,1024.0,80.0,15342.0,44.33841206460465,16.953377094324914,2.765745351357271,-40.092112952695985,-13.799762993330988,-1.4701069336743458,26.603114416375856,9.83796139680925,0.0,1.64
745.0,9025.0,8083.0,17203.0,1818.0,402.0,1024.0,108.0,7337.0,46.306059032037126,-7.78617026330109,-15.383735310388678,-9.429409709723775,0.8216086756603628,-18.65536111880608,24.135061163688846,-1.2899286190287527,0.0,4.7
745.0,15614.0,2652.0,7634.0,836.0,339.0,1024.0,40.0,8737.0,18.001150185095923,27.41368469171771,18.176202621285203,-0.05711269704254231,-8.7015819790289,-7.429069242728658,8.040547810675262,-10.960386830468929,0.0,2.91
747.0,3645.0,3450.0,1301.0,1266.0,1024.0,1024.0,84.0,4186.0,-51.864866566434664,-3.887834279575451,6.886201089778742,2.009839327688102,-3.065849076063397,2.779930594327589,-1.9220818731951312,0.130521033355334,1.0,3.96
747.0,4006.0,17237.0,6056.0,905.0,526.0,1024.0,60.0,16210.0,-20.95646328988769,15.10832147861305,25.177566217682656,-5.774825113173226,-12.366850566149967,3.2915271090907994,5.916091765519348,-9.762798999416113,0.0,6.35
748.0,9053.0,20112.0,10565.0,882.0,513.0,1024.0,56.0,14526.0,6.402808979955365,-1.6994498853202546,22.31019205832262,-14.492483863176739,4.780281645943845,-10.066208666178442,6.8539322778569165,4.250703787869861,0.0,2.63
744.0,9479.0,18578.0,8798.0,781.0,660.0,1024.0,52.0,19207.0,-37.96748150741319,24.11235846388144,-19.801032186475943,11.829276708081219,13.16854715283155,-5.644870435508012,4.720222493107217,-5.654505362970612,0.0,4.44
744.0,428.0,17173.0,11102.0,3324.0,748.0,1024.0,216.0,18074.0,-22.355419870396545,16.768695915252195,-10.077226201509497,11.710229685921473,11.431066478665427,3.675303465416987,5.819661125774864,-6.893287565783468,1.0,2.06
741.0,1776.0,4416.0,4234.0,1207.0,1024.0,1024.0,80.0,3163.0,-47.280155569693974,6.272453024506969,1.4621580204354885,7.090085869344698,0.09203517941212631,-1.6297228400730097,-2.477921710116657,-1.5224722089125187,1.0,5.25
751.0,14847.0,19109.0,11173.0,724.0,425.0,1024.0,40.0,16533.0,5.277670808004286,-42.1950757964574,-16.281151827992236,17.140139841478405,-26.236136716783257,-8.598086620340931,8.149094514305544,10.668388201559653,0.0,3.29
744.0,19727.0,20104.0,12437.0,3519.0,308.0,1024.0,140.0,14811.0,16.793085047428654,107.05801901388736,-35.580064182469044,10.554180567950786,-5.708554752311306,-14.947442907498699,6.584674270597401,3.7366705781993166,0.0,0.21
745.0,16573.0,18091.0,12729.0,1797.0,269.0,1024.0,68.0,16971.0,40.37259817362556,91.24224319746094,12.118355288945565,13.33911285501863,16.910899518345342,-5.908129692852132,-13.60490194783401,29.16519181011259,0.0,1.56
748.0,16657.0,15643.0,15499.0,1666.0,315.0,1024.0,76.0,9039.0,59.73031490556359,-34.57955730902742,5.490012457589337,-12.696297497632917,26.696749464095596,-15.410427450854439,-0.04766355906359935,26.009751486477448,0.0,1.62
744.0,14211.0,5634.0,14863.0,1263.0,1024.0,1024.0,84.0,4077.0,-25.815910752148095,0.8501149309590703,2.271732741950865,2.7283701709432444,-15.852044741431671,-5.220006583456908,-3.713029118675949,2.0771312460808624,0.0,6.61
743.0,3306.0,7307.0,12260.0,836.0,627.0,1024.0,56.0,5509.0,-9.333807728619108,11.52102700890823,-0.7399252165660236,7.85787387912856,4.213350001584944,7.23946860932402,-13.897209560925495,5.587355409157213,1.0,0.82
750.0,17550.0,18392.0,10724.0,2009.0,266.0,1024.0,76.0,15154.0,60.75199630302837,-49.87885762477576,9.700951691287639,43.17198673454182,0.6785922654974589,9.587976055063576,-13.94780715782714,-16.626898215389698,0.0,0.68
750.0,3729.0,4570.0,12921.0,1567.0,469.0,1024.0,96.0,4091.0,-5.738235486706335,-34.80991594314403,-29.353350673763703,-27.897595575515748,7.5181478506416815,1.7192722895320842,4.624179354230442,4.230897468008425,0.0,6.08
741.0,3036.0,2296.0,3971.0,1258.0,1024.0,1024.0,84.0,1869.0,-47.72842795505431,8.655188203424398,1.7783563501131763,6.7341726492561875,-2.7832071583507902,-2.5388970716504513,-1.9460950487186583,-0.23631154692842368,1.0,5.33
748.0,7090.0,18178.0,24308.0,968.0,495.0,1024.0,64.0,12500.0,25.198803052359757,-21.66737138941389,-15.476040068675998,-50.14643363042365,8.542525201127837,-6.063485787424704,8.016168854692996,-10.261652637253539,0.0,2.18
751.0,15642.0,19478.0,12303.0,1698.0,287.0,1024.0,64.0,16604.0,50.8722709026121,-66.05830285252172,-33.761855076355495,20.44155889434904,-31.064631632752153,-13.477086893160259,2.3718260592697917,7.554824298745568,0.0,2.01
751.0,14762.0,18938.0,14524.0,950.0,490.0,1024.0,60.0,14004.0,4.008623055430495,-38.66704113726624,-15.67506288199187,-2.055591879818627,1.1749491817811395,12.72481666451432,7.265897321665161,8.281467416739675,0.0,2.02
750.0,5549.0,17214.0,6394.0,803.0,350.0,1024.0,40.0,16265.0,11.923876105030986,-28.34414145947579,13.04892117644828,24.683019193430972,0.2173852752203368,12.447765468261961,6.761388636103126,-6.501101058777434,0.0,4.05
750.0,15300.0,17022.0,11018.0,1620.0,277.0,1024.0,68.0,11839.0,54.5598339996641,-57.2229126419333,-19.98796087327239,16.406554994367802,-16.558384459859553,-1.3392641884338767,21.42580802616902,-1.5564997666657292,0.0,1.7
749.0,14964.0,10217.0,25028.0,1413.0,522.0,1024.0,88.0,14568.0,26.08369240075282,-32.85046920570391,-17.702358878221975,-33.3273149407839,4.895396147099626,-14.7468969327716,7.3529307533133395,0.9325483201239146,0.0,3.36
749.0,18664.0,19562.0,10588.0,1799.0,283.0,1024.0,68.0,17303.0,61.073700161896625,-28.470893120964657,39.809161036041246,35.21501368391717,18.50579450587346,3.658767344681722,2.6800929473383968,2.1836501947717393,0.0,2.74
748.0,17454.0,17163.0,12178.0,2054.0,269.0,1024.0,80.0,12399.0,73.16116098220486,-25.528230432355677,40.982821221811754,25.703051079275816,23.216239798171664,-14.963668835171672,-29.55597107712179,9.497905224330454,0.0,2.6
751.0,8010.0,12604.0,9359.0,1684.0,305.0,1024.0,76.0,9395.0,14.612385743950613,-48.5537345394402,-38.844045891641045,-19.370665941261628,-2.9382120193086396,0.3734997841654747,4.756921126388357,10.723622879109847,0.0,6.51
748.0,12080.0,18908.0,10629.0,1407.0,337.0,1024.0,64.0,16889.0,35.9472461205302,23.4911819470552,17.059618029928266,-42.860614613365826,6.358831254023436,-11.192184102345479,5.787539246618609,-1.5483029302588789,1.0,7.51
748.0,3899.0,7931.0,8256.0,879.0,414.0,1024.0,52.0,8897.0,-0.1662223398630284,-13.953011960809045,-6.1367655340297365,-26.912445720317,2.7256908322187074,-4.021656292843111,-6.073111652353414,-6.169771824009712,1.0,1.74
743.0,2036.0,6285.0,12080.0,1204.0,950.0,1024.0,80.0,6654.0,-23.438191609723805,-9.606517142039745,1.7435025733918448,7.3734538843551025,-9.15259179150497,-5.544610185116837,-1.4029402083651834,-2.664962637289338,1.0,1.31
748.0,5146.0,14076.0,16072.0,2631.0,338.0,1024.0,132.0,16896.0,38.22995226099293,3.436588007309309,-17.285511256757925,-62.29042631032704,-6.650117648700922,24.657785330210842,26.616679770656116,-1.998304844377316,0.0,1.49
748.0,4121.0,3867.0,6298.0,1190.0,1024.0,1024.0,80.0,4123.0,-40.91628581840809,-12.241074053962034,3.9571077549379843,0.17095497406866889,-3.3975957769369076,-3.0955768741231195,-7.058984472056223,-5.52916701972294,1.0,4.94
747.0,12893.0,7888.0,11646.0,890.0,743.0,1024.0,60.0,9328.0,-21.51813545713921,-4.544095706049169,9.809499316732428,-9.496850532495312,2.0187143181883753,5.15394524811252,1.202989748851786,-1.4932622733075878,0.0,5.57
742.0,3010.0,5283.0,1240.0,1033.0,1024.0,1024.0,68.0,4162.0,-53.015941604199874,-1.8836719395165407,8.882338192711716,3.976431805683299,0.6653524483127737,-0.5981510118317194,-0.3291498558484251,-0.06244509113157886,1.0,7.57
750.0,7355.0,18970.0,14875.0,784.0,553.0,1024.0,52.0,19734.0,11.536926709180802,-26.649603919531955,6.672184711184979,3.554007582187589,10.614903149257398,6.234802716172043,5.510057823213444,5.45173206256273,1.0,6.22
751.0,11087.0,12420.0,13596.0,728.0,407.0,1024.0,40.0,10830.0,8.651141220144531,-40.61064163642305,-25.83371978390206,-19.563171038231324,9.204478721253334,17.98699049818374,8.584137581981583,5.013380405619433,0.0,5.41
746.0,15365.0,18122.0,11191.0,1057.0,322.0,1024.0,48.0,11537.0,42.23305269060755,24.520043179863062,-0.8345820343360004,-25.95599895370566,-25.586651027994723,-0.41448336378356054,21.60621924257413,9.060565306057507,0.0,2.73
750.0,9444.0,17860.0,5808.0,660.0,475.0,1024.0,44.0,14154.0,-14.862672768285158,-22.659691407125386,8.175241103361044,19.758262973931014,-2.5562131790394256,13.113337499817952,10.091242706175416,3.749804432367912,0.0,5.17
747.0,22.0,20183.0,11036.0,833.0,614.0,1024.0,56.0,15149.0,-8.005915671180277,18.171639044222065,23.101237959416995,-11.10552810908966,-0.6060216881897962,0.3078354241912832,-3.5718391852519975,-5.795612165557216,0.0,5.12
747.0,8670.0,9135.0,6767.0,1201.0,1024.0,1024.0,80.0,6875.0,-36.48353385856444,-5.901461470636852,6.545520434276665,-1.2108229627345168,-3.1281640012611533,-5.700691481670686,-3.767351408505674,3.078403956111827,1.0,4.85
743.0,12356.0,17641.0,6175.0,739.0,547.0,1024.0,48.0,11353.0,-40.301870047810084,25.545649600680317,-18.38225288297055,10.92493560893494,9.655967975975743,-6.1426174184869495,7.37747593546205,-9.021069309868327,1.0,4.47
748.0,7290.0,9598.0,14401.0,1010.0,548.0,1024.0,68.0,11095.0,3.9043107774698695,-24.108651090035497,-4.423949114326942,-9.382073683187395,-8.572896648442885,-19.005036088967003,7.677445393983584,3.5723854939668445,0.0,2.84
749.0,18350.0,17669.0,10857.0,2362.0,273.0,1024.0,88.0,12653.0,63.182841241312175,-31.85954498977062,18.20707510335779,7.157816253704732,21.02422215146833,14.460326600396808,26.339870048987382,9.836316680045632,0.0,1.47
745.0,2138.0,13093.0,8518.0,1537.0,273.0,1024.0,64.0,9446.0,47.795422917540726,24.743944451209526,-12.500016140209548,32.0208434549723,-15.851774662206719,10.354250438970725,14.790464363161538,-13.799619535504647,0.0,1.99
741.0,1952.0,4916.0,1328.0,1022.0,1024.0,1024.0,68.0,3738.0,-58.10101628335356,3.5207769788015733,2.3108410184413684,7.49603821987507,-0.027895876771705564,-2.3917393211172744,0.15054458808789656,-1.6295319442486524,1.0,7.98
746.0,12350.0,8208.0,11212.0,1240.0,312.0,1024.0,52.0,5307.0,59.980693593552225,5.6213897238942145,29.60336440206075,12.736656201005415,5.12054570571253,8.159275324546487,-2.0091697235211967,5.579875368819319,0.0,1.44
747.0,395.0,5006.0,3703.0,1254.0,1024.0,1024.0,84.0,4809.0,-43.53625399099643,-6.750946659994317,5.9301930811451555,2.328999349923968,-2.984644590298463,4.849584998905984,-0.8460022105550296,-1.499465587269426,1.0,3.16
748.0,5245.0,13324.0,17238.0,2296.0,364.0,1024.0,116.0,7472.0,39.2785101774437,-29.410443346669283,-13.82984065732402,-31.791645166511312,9.642368366045236,29.644546581238494,36.507444887705354,-4.071850640650205,0.0,2.44
750.0,2975.0,10186.0,13898.0,2118.0,320.0,1024.0,100.0,14227.0,39.05178016588714,-40.073145142195536,-18.344279433368932,-35.38477657961852,33.00966931538302,11.490362698332618,2.0960970871438125,-0.40229383111964073,0.0,1.16
741.0,2786.0,3082.0,1125.0,1017.0,992.0,1024.0,68.0,1836.0,-53.20147685840936,-3.858595531360289,8.292250237298667,3.954347593337339,2.3320099430027783,1.7571783175927151,-1.81023803612653,0.8453881726748665,1.0,3.76
748.0,7377.0,5340.0,4790.0,1132.0,1024.0,1024.0,76.0,3358.0,-41.190559007952494,-12.310422362869867,5.799920470566672,4.9581175580324865,-5.695409705586904,-2.3530794154323225,-0.09334185082658711,-2.3587854426271377,1.0,3.53
751.0,2279.0,15526.0,17932.0,2446.0,386.0,1024.0,124.0,14371.0,29.31619194312223,-53.939448072277166,-42.23488484849368,-25.20614113015623,6.633031561476372,19.798859263407422,21.570219902732806,13.944401067513747,0.0,3.64
744.0,16613.0,15345.0,8654.0,572.0,326.0,1024.0,28.0,9803.0,11.297228730813277,60.72413945675286,-7.370433744445235,10.87594002839338,3.7290176144498774,16.487304869792627,-9.138358944904686,1.2653962284987834,1.0,4.1
744.0,8430.0,18025.0,12441.0,3376.0,769.0,1024.0,220.0,11261.0,-18.720266458174322,19.080804138285817,-7.52500914954481,0.766827979109647,-9.141296160901938,-1.6285473547674985,3.630140026774197,-1.3533316717898574,1.0,2.33
744.0,5820.0,7013.0,18022.0,902.0,426.0,1024.0,56.0,9303.0,24.83558630438692,-13.486145990755313,-31.05187359163299,-19.73965358222742,22.332300479577462,-1.4134743921974806,13.548638924145658,13.099958452049153,0.0,2.8
745.0,3987.0,9217.0,5749.0,1180.0,1025.0,1536.0,80.0,8735.0,-43.40317947616333,0.898315362555254,-0.9833180288059354,-1.468284042467222,-1.99003633129202,0.20237691466935379,-1.6630900386022356,3.593954517905046,1.0,9.53
748.0,9348.0,10425.0,11754.0,1534.0,301.0,1024.0,64.0,16683.0,56.65721880587079,-16.512995287161026,19.686435413468693,-8.652467124621346,2.2130228663632328,8.069947586688283,41.69841425696047,1.5186662573050387,0.0,1.69
749.0,9913.0,9316.0,9978.0,1134.0,334.0,1024.0,52.0,7130.0,26.041523280487358,-42.41070696239781,-10.516131015919079,2.9138692870971967,1.3561657644611218,-19.010555277017918,-34.36028033373033,-1.9023788369843766,0.0,2.75
745.0,11800.0,15558.0,11423.0,819.0,443.0,1024.0,48.0,14218.0,10.699235446177614,32.47938964676945,-1.4564815083138791,5.192563424027486,9.89937630873217,-16.73775930111317,2.1675875742811126,-0.29134603588792174,0.0,3.74
747.0,495.0,780.0,31.0,654.0,288.0,1024.0,44.0,606.0,-52.70480887804355,-4.2578208014678784,7.206756480220337,2.575422407897101,-4.269187983186412,1.2404354652720042,-0.1430437252309073,-1.1020354113769535,1.0,5.99
749.0,5537.0,18296.0,10872.0,1366.0,382.0,1024.0,68.0,19583.0,29.861590863719975,-9.363660308916952,31.959755571621344,-3.365232605888847,10.850941965343234,-21.880674693698136,8.382899107594774,14.15072906521509,0.0,4.01
739.0,1495.0,1787.0,2999.0,1128.0,1024.0,1024.0,76.0,1354.0,-50.86532565521218,5.377793777619458,1.3459290199523966,3.0489863871518414,-0.5387657051429734,-2.3682192054118727,1.3429393794903615,-2.5692687276422204,1.0,3.29
749.0,7490.0,17815.0,9815.0,842.0,728.0,1024.0,56.0,15489.0,-18.497156099200023,-8.093603910529096,13.968842870362812,-6.177300552606054,5.512307867506341,-6.419772755552561,3.1185860309805236,0.20051380626664939,0.0,6.17
742.0,934.0,4804.0,2132.0,1313.0,992.0,1024.0,88.0,5016.0,-50.58755381265562,-3.4926400507265596,2.309069394269742,0.9287725539260236,-2.902755516660033,0.10112183846795628,-1.5316890148469313,-1.8542015629490216,1.0,4.53
749.0,18447.0,16747.0,10877.0,1630.0,279.0,1024.0,64.0,10858.0,61.82836921851579,-35.15129462153024,23.526838295771583,20.43584925442,16.57859766696982,-7.755401349343321,-4.776980435698359,19.908077681660906,0.0,1.2
745.0,2454.0,280.0,692.0,949.0,672.0,1024.0,64.0,1022.0,-51.87939815306048,-3.407079966585743,5.26491359505783,-2.012854906424414,-4.130384861060889,-0.4395437828370685,0.06437830679820415,0.35783786852202953,1.0,10.91
743.0,12036.0,4167.0,18258.0,830.0,581.0,1024.0,56.0,2622.0,11.507034392258936,6.003974938199226,-9.4167470678302,-1.6283779875085835,2.953621812967088,4.8715124210049225,12.073723510997104,-1.3765169733893463,0.0,3.17
744.0,6102.0,1918.0,18707.0,899.0,627.0,1024.0,60.0,1548.0,-0.1289843238529563,-7.713467344554643,-3.5968332298068217,-19.47017028574969,-1.29258018769573,7.973608981583173,17.143397104162204,6.244879855003684,0.0,2.77
745.0,12068.0,18898.0,12974.0,1066.0,869.0,1024.0,72.0,16093.0,-25.970638031038806,18.810096007184097,-0.12452571885436968,0.12157412070408767,0.90159790543781,1.3379419335885023,-8.373185573582957,5.915561274289113,1.0,3.94
749.0,7954.0,8561.0,18461.0,1779.0,598.0,1024.0,116.0,4626.0,-5.950268298952841,-30.367832443367398,-22.976484771068108,-31.15468737997689,14.648826279227519,2.8240605105708303,1.856307171251853,3.6874394196796345,0.0,7.08
742.0,3635.0,423.0,4430.0,1033.0,1025.0,1536.0,68.0,1160.0,-46.814763656544045,-4.492159929346147,-1.1527638743658328,-4.486114831976072,0.8821528944709656,-0.33432739658646066,-0.14162703186953057,-0.9676128517668763,1.0,8.98
751.0,19482.0,20151.0,13224.0,3680.0,312.0,1024.0,144.0,11013.0,46.860191066835476,-65.94543596776542,-40.226115253917975,6.257060287001157,-25.246209961002627,-11.425567210606731,7.749114160884356,17.524297824730372,0.0,0.75
749.0,6034.0,5254.0,1673.0,4399.0,1025.0,1536.0,284.0,6320.0,-45.800296491515475,-4.843446566273434,8.06930251602332,1.285938097878231,0.7295152571790724,1.3025821113519978,-0.9064468216758991,-2.216019145667521,1.0,7.76
752.0,156.0,12727.0,9338.0,803.0,371.0,1024.0,40.0,17920.0,12.68222882496537,-42.53955686825858,-18.717282576453712,1.3942537474079268,-8.15186242603718,-5.575324166069508,0.5484005160413433,14.604167370350401,1.0,1.07
743.0,17150.0,17417.0,9723.0,1443.0,264.0,1024.0,56.0,14149.0,-7.795877508114886,86.8990024407455,-41.388375426690935,15.84119645541008,8.258889326571268,-11.504252642358995,4.588279000542868,-14.974461806524573,1.0,0.84
750.0,2478.0,10539.0,10193.0,1731.0,286.0,1024.0,72.0,12459.0,48.45010769066263,-48.4628438617873,-18.784091109017726,-4.381253830039025,6.8988943289087565,6.556865466938807,-16.11065002592143,7.881219179374302,0.0,1.13
750.0,6214.0,14066.0,7945.0,1083.0,1024.0,1024.0,72.0,9668.0,-38.87431138761638,-13.613021817121364,4.707649798179153,-0.28497384615616367,5.476519031910081,5.5462646028003375,-1.1822652826291498,1.3300945358062592,1.0,3.0
750.0,9100.0,5247.0,6843.0,955.0,279.0,1024.0,40.0,4124.0,18.18332375772784,-47.22426374885422,-22.066607322584304,6.554773254784721,-17.823783269435037,-19.843803442826246,-6.437359050247271,21.007181983545046,0.0,0.56
751.0,13609.0,17710.0,8555.0,800.0,321.0,1024.0,36.0,11805.0,13.545813902677589,-44.38457305454096,-24.11801834665785,3.6197196910250993,-19.78495904821087,-15.43004237208835,4.353526440848924,17.24594669505072,0.0,1.28
743.0,15490.0,17179.0,9762.0,1842.0,264.0,1024.0,72.0,10341.0,6.514300384525972,68.73262462639345,-43.36113248049827,15.535918006680545,-8.807826085034243,-3.3542591087206826,7.673079425328813,-10.72117281164915,0.0,1.48
