FP_IDX,FP_AMP1,FP_AMP2,CIR_PWR,MAX_NOISE,RXPACC,FRAME_LEN,CIR_PC1,CIR_PC2,CIR_PC3,CIR_PC4,CIR_PC5,CIR_PC6,RANGE
748.0,4121.0,3867.0,6298.0,1190.0,1024.0,39.0,-39.91417739338531,-10.787325106172034,-2.9581402539052064,1.066512757161381,1.954895774274219,1.9788822085988766,4.94
747.0,12893.0,7888.0,11646.0,890.0,743.0,39.0,-20.857090329120897,-2.8809203249918096,-10.386638784209387,7.3273544892576385,-0.9525189733070955,-5.877024233412241,5.57
742.0,3010.0,5283.0,1240.0,1033.0,1024.0,39.0,-51.017935584537206,-0.910652949457825,-8.56906479857005,-3.756374555118982,0.31685643981506134,0.692824890749521,7.57
750.0,7355.0,18970.0,14875.0,784.0,553.0,39.0,8.565116885567896,-25.39682285355088,-10.112310915113968,-10.048488428153293,-5.607470574715194,-1.9111166641578297,6.22
751.0,11087.0,12420.0,13596.0,728.0,407.0,39.0,1.665157098998572,-38.06793460991537,18.66406096441435,12.67112376667234,-8.3529765699124,-17.05986988243804,5.41
746.0,15365.0,18122.0,11191.0,1057.0,322.0,27.0,39.91517448768533,26.727275321878313,0.17951044615914663,21.142706344755975,28.708166980631255,1.0817795179001986,2.73
750.0,9444.0,17860.0,5808.0,660.0,475.0,27.0,-14.890025653658823,-22.14925392175456,-6.899734569171751,-22.887058026982846,7.098358424184099,-8.760896486951294,5.17
747.0,22.0,20183.0,11036.0,833.0,614.0,39.0,-6.51125162736334,19.54588592706473,-22.83099187744736,8.806644096230992,1.5035917512763903,-2.7578762028524544,5.12
747.0,8670.0,9135.0,6767.0,1201.0,1024.0,27.0,-35.08012963541593,-4.508301092744106,-5.026114148840298,2.155046050662796,1.6807906059726925,5.98448698571677,4.85
743.0,12356.0,17641.0,6175.0,739.0,547.0,39.0,-39.787023485219805,23.500164737138707,13.700478785990057,-9.057792706271567,-5.000163527216424,4.496048454232698,4.47
748.0,7290.0,9598.0,14401.0,1010.0,548.0,39.0,3.991064905169077,-24.159695361345094,6.316534154978579,16.90262702701369,5.420796375387669,15.003323009799276,2.84
749.0,18350.0,17669.0,10857.0,2362.0,273.0,39.0,56.42965911001696,-30.302951631898768,-26.350672341055922,-22.611319312695187,-6.972093711525812,-5.811628028918222,1.47
745.0,2138.0,13093.0,8518.0,1537.0,273.0,39.0,49.26235846812835,22.1384587125704,19.488087923324926,-31.034358609262846,16.344579249784072,-7.434474188690251,1.99
741.0,1952.0,4916.0,1328.0,1022.0,1024.0,39.0,-55.6204659043922,4.011716117252696,-1.4250434446170397,-5.798486405314469,0.22653914794777105,2.17747512169727,7.98
746.0,12350.0,8208.0,11212.0,1240.0,312.0,27.0,61.46396093514401,4.154262093288497,-25.89741935892877,-15.451565378908741,-3.1036791898227185,-4.9545346319518115,1.44
747.0,395.0,5006.0,3703.0,1254.0,1024.0,27.0,-42.09645203280821,-5.1236019398102295,-4.5375253557542745,-2.760303081962881,2.380064805377425,-4.837568452481557,3.16
748.0,5245.0,13324.0,17238.0,2296.0,364.0,39.0,33.694897865130365,-27.84077567775985,6.629326505291241,24.937726611179762,-3.476409730786236,-33.35403945356769,2.44
750.0,2975.0,10186.0,13898.0,2118.0,320.0,27.0,29.636491530764058,-36.54911559405238,4.780722166616422,22.790250182129537,-29.52015150038316,-10.42971316605073,1.16
741.0,2786.0,3082.0,1125.0,1017.0,992.0,27.0,-51.35548326084762,-2.6775115382853243,-7.988224597100456,-4.313984509248998,-1.800888330249576,-1.3028766740364115,3.76
748.0,7377.0,5340.0,4790.0,1132.0,1024.0,27.0,-39.612314522299464,-11.12482363019614,-3.7651792252791494,-3.313760027803382,5.259180639472809,2.0138032998242585,3.53
751.0,2279.0,15526.0,17932.0,2446.0,386.0,39.0,21.06900958929364,-51.72796623384528,34.264922391990595,20.181060405465203,-6.2052114049428315,-18.945621834480875,3.64
744.0,16613.0,15345.0,8654.0,572.0,326.0,39.0,12.714183459789849,58.52948119790431,7.112690708074243,-15.161353804797349,-4.065001344288432,-13.009476585804821,4.1
744.0,8430.0,18025.0,12441.0,3376.0,769.0,39.0,-18.29577195308903,20.044801176432532,8.203032179977765,-2.1757690835269736,9.86919954518002,3.084071045037158,2.33
744.0,5820.0,7013.0,18022.0,902.0,426.0,27.0,17.24270649660581,-14.34533423296921,16.925404826765373,15.454195819787051,-16.155012782221014,1.197971408883942,2.8
745.0,3987.0,9217.0,5749.0,1180.0,1025.0,27.0,-43.424330102123776,2.998852998733349,0.2559702037389841,-1.3763632046586025,2.192425876155731,2.1279297436650895,9.53
748.0,9348.0,10425.0,11754.0,1534.0,301.0,39.0,50.85881390100842,-14.426018079822343,-26.901143958124152,-3.801639101350755,13.126908939190212,-4.52815751081235,1.69
749.0,9913.0,9316.0,9978.0,1134.0,334.0,27.0,25.82054147116398,-44.05245006208253,13.978777662679322,7.557025411499416,-11.434437616191783,15.514847786371591,2.75
745.0,11800.0,15558.0,11423.0,819.0,443.0,39.0,12.954536929711493,31.087225036641104,3.505078077440376,-2.643115639637465,-11.823232725112804,16.675722972288575,3.74
747.0,495.0,780.0,31.0,654.0,288.0,39.0,-50.84105679129706,-2.625158661293395,-5.7284050944228255,-2.532341646856573,4.233785915761799,-1.1556106516032665,5.99
749.0,5537.0,18296.0,10872.0,1366.0,382.0,39.0,31.770644527579634,-10.517450769562084,-30.65269055970624,6.419826935319439,-8.108963017986522,21.907278841243308,4.01
739.0,1495.0,1787.0,2999.0,1128.0,1024.0,39.0,-48.699646510256834,5.835590843510011,-0.8329255428115292,-1.2187151088242072,0.7497634190916842,1.1529735003592305,3.29
749.0,7490.0,17815.0,9815.0,842.0,728.0,39.0,-17.18767960961137,-7.1877533914043905,-13.426398502494234,7.600670930607535,-6.018664233893256,4.1379306836160366,6.17
742.0,934.0,4804.0,2132.0,1313.0,992.0,39.0,-49.00452609741867,-1.9716631698671743,-1.3771827367185605,-0.3903102838207199,2.0464663540131975,-0.5718042001909641,4.53
749.0,18447.0,16747.0,10877.0,1630.0,279.0,39.0,60.95378735311418,-37.03564220824276,-23.034105016908843,-22.024861251136308,-12.063569158106693,15.1717716313758,1.2
745.0,2454.0,280.0,692.0,949.0,672.0,39.0,-50.65772018611345,-1.4266097724657731,-4.690144736795644,1.4387184022425832,4.053962313945457,0.4640066863676294,10.91
743.0,12036.0,4167.0,18258.0,830.0,581.0,39.0,8.765294674277479,6.910415750772255,5.489900194156123,-4.06465043270832,1.2897933556273302,-2.592731802605507,3.17
744.0,6102.0,1918.0,18707.0,899.0,627.0,39.0,-3.5006511824595363,-5.168461474473504,-1.2728939776253694,13.46127761303297,5.438880674390285,-7.625205457581951,2.77
745.0,12068.0,18898.0,12974.0,1066.0,869.0,39.0,-25.458579383798916,20.469774635737952,0.4456981299637767,-4.329788183013627,-2.580276268495462,2.569000886777712,3.94
749.0,7954.0,8561.0,18461.0,1779.0,598.0,27.0,-12.426556785958688,-26.54206757893803,14.072760000775249,24.457022172044997,-15.170254881584345,-3.2487213883318105,7.08
742.0,3635.0,423.0,4430.0,1033.0,1025.0,27.0,-46.91773383593899,-2.515836907401601,-0.45814863229575303,2.905926926295667,-0.5757717803737413,0.16334589283100556,8.98
751.0,19482.0,20151.0,13224.0,3680.0,312.0,27.0,42.12420374942022,-66.99037440422666,41.95017619429448,1.5010658135680308,22.837390021956907,13.886842448452692,0.75
749.0,6034.0,5254.0,1673.0,4399.0,1025.0,27.0,-44.57269129868658,-3.4074088839776535,-7.925615047842949,-2.0406914453035148,-0.01680162122329039,-1.5370032662280388,7.76
752.0,156.0,12727.0,9338.0,803.0,371.0,27.0,8.75638298065183,-41.813263572893945,17.135904083605627,-1.6429838815434137,9.030384864560983,10.163271405168038,1.07
743.0,17150.0,17417.0,9723.0,1443.0,264.0,39.0,-6.036753216106794,74.75955463050329,28.315396911168285,-2.3581241353284685,2.539841541996113,1.0344706226380167,0.84
750.0,2478.0,10539.0,10193.0,1731.0,286.0,27.0,41.93717830978052,-47.90231587815911,14.166984940423045,-0.1706601789149506,-6.815819690860026,-2.2365200602549185,1.13
750.0,6214.0,14066.0,7945.0,1083.0,1024.0,39.0,-38.48433591870832,-11.865070965476967,-5.186780207633555,-1.7494159225084387,-5.370483296686185,-4.6883317932269515,3.0
750.0,9100.0,5247.0,6843.0,955.0,279.0,39.0,16.16065516639035,-47.889472887087805,24.427434896472064,0.5737527863019375,14.71515275593314,23.57013082498528,0.56
751.0,13609.0,17710.0,8555.0,800.0,321.0,39.0,9.396027105339858,-43.96933770561796,23.78858031763999,-1.0871079621287483,20.604526443079052,19.931722554229765,1.28
743.0,15490.0,17179.0,9762.0,1842.0,264.0,39.0,6.644863816404342,57.092912280321784,30.916281221635266,-2.9684716686804924,21.35848985957846,-5.792304624321295,1.48
747.0,11215.0,20086.0,9186.0,895.0,646.0,39.0,-11.635772306695188,16.007898179122066,-14.976757587688015,12.159652172390858,9.740952537829298,-2.027073106495916,3.61
746.0,5947.0,9896.0,8170.0,1139.0,1024.0,39.0,-42.899356233960376,1.0830153416582369,2.5873804958206827,1.3562113424295987,1.4819266704976193,-3.2025878779622454,7.1
747.0,18063.0,13125.0,10186.0,780.0,597.0,27.0,-7.161727980330405,2.026475630231136,-23.031949154234056,0.38519297385380813,7.92206280406579,5.714039082143801,5.06
744.0,1368.0,4857.0,1420.0,1311.0,1024.0,27.0,-51.430016126658266,0.7187585892436708,-4.9456143875267085,-4.0420173274093285,1.0534737335096054,2.70142797713153,3.23
743.0,7478.0,11747.0,14567.0,898.0,423.0,39.0,20.0552549770706,8.152253022950886,6.100017357302326,5.13767119453562,0.8528763348758202,-2.7942820216407234,2.6
744.0,2488.0,16361.0,12760.0,781.0,553.0,27.0,-4.506201803231752,21.55776181617538,15.992528981694344,-12.96378736837018,15.237018848657785,7.348884010159648,3.86
750.0,120.0,18759.0,9932.0,929.0,289.0,39.0,56.7167373794501,-35.11644109698548,-13.884806719963771,-14.77269244781251,-7.1816404304929815,-4.901806478953768,0.91
744.0,13079.0,18290.0,20157.0,1024.0,1024.0,27.0,-22.5254355283692,2.0774228424883816,12.259994575588125,-2.4166798533952307,-6.329861169490512,5.2298522515264745,7.75
747.0,11167.0,3499.0,8389.0,1131.0,568.0,27.0,-8.358566878150967,-10.31574453976908,-11.051756252392694,8.51189511105568,-9.106236805524032,4.123918885430309,1.02
750.0,20127.0,19748.0,13039.0,1618.0,337.0,39.0,37.79091406856255,-52.414479381386954,14.873521152938645,-26.765541358877755,17.09733460644228,-13.257065615343203,3.76
741.0,4568.0,3570.0,8898.0,1152.0,1024.0,39.0,-33.69885413903401,4.427525792028182,5.391455291110466,-0.8239002980585084,1.194869973407763,-3.070457666373615,4.76
745.0,4595.0,1922.0,12506.0,1258.0,426.0,39.0,24.495773450245345,-5.050980569019917,-13.83605305093241,16.25804620837067,-7.842445887199607,3.6698633661455027,2.3
747.0,10294.0,19468.0,9938.0,710.0,523.0,39.0,0.24671148748388455,12.279922809480574,-15.112879319811942,8.817194599290557,19.51346611861608,2.8846641076794115,2.93
747.0,9018.0,16637.0,9874.0,1838.0,317.0,27.0,26.576653321976618,-6.623052466810262,-13.478035472783466,37.282431859613915,-5.562198230071094,6.28626086163517,3.0
749.0,18477.0,5675.0,12132.0,945.0,304.0,27.0,55.04285074057725,-45.79773726209934,-3.6138496257597383,-19.990995911204628,13.332922386248399,25.59143273261688,0.6
748.0,14264.0,15031.0,12482.0,1008.0,318.0,39.0,50.61720024315761,-2.8765435385366436,-19.471956971597248,19.784929819920674,-8.369493771449255,3.137313152695825,2.56
748.0,3712.0,16895.0,11420.0,1724.0,264.0,27.0,75.55050581336458,8.62995862717428,-29.719912859080964,0.017181601767510945,31.50021917809921,-11.669973323869668,2.21
741.0,4773.0,5016.0,4138.0,1078.0,1024.0,27.0,-41.01801404364755,3.4665134997229963,-10.082539422351065,-0.8073345259121202,4.523730333549813,-1.1309647280769808,4.68
751.0,7464.0,18219.0,8798.0,1692.0,266.0,27.0,41.8736895299615,-60.1174764107479,27.056971413781838,-10.932824075276601,19.2019057909385,8.717053528566412,1.19
743.0,18481.0,18662.0,13794.0,2712.0,295.0,27.0,42.50969867382998,23.550119752902795,52.73163765886343,-31.31687102802289,-17.941730123703117,-9.553767645190701,2.09
746.0,4684.0,11218.0,11148.0,945.0,814.0,27.0,-22.498116051756888,-6.264511812785386,-1.8730742115653187,5.512725418916314,0.9514151562471074,-6.903504385706448,3.77
748.0,18966.0,17453.0,11665.0,1389.0,278.0,27.0,69.33406703492163,-14.88559313337001,-41.35744709007584,1.790758571240167,-17.877314633565284,33.834593166232615,1.14
746.0,1977.0,8991.0,9912.0,2344.0,264.0,39.0,65.71730583876123,-10.405295129613036,-7.889042414943382,-37.77745530490544,-0.6097267111234304,-11.02233050237362,1.63
740.0,4397.0,881.0,9019.0,1202.0,1024.0,39.0,-30.728473272749383,12.023789595691365,-3.3187653750252677,-6.753956412213818,4.517489592439014,2.51976816465773,3.75
749.0,2317.0,5113.0,4605.0,1030.0,1024.0,39.0,-40.582456557943914,-11.619189184167938,-2.8132193036543556,-0.5268501111080935,3.6924954281144,6.687813002957368,4.09
750.0,11694.0,17629.0,9499.0,2594.0,268.0,39.0,43.280202067045906,-59.20454889379065,21.78201406233197,-21.018267824952478,15.845875363055843,-17.19418157269503,1.19
748.0,8785.0,5273.0,6560.0,910.0,1024.0,27.0,-35.539217118789416,-9.123450475996378,-6.644985351813979,-5.002586912176948,8.10449590572207,0.14118200244464646,5.16
745.0,11921.0,14455.0,10896.0,1966.0,263.0,27.0,60.005265518264736,53.562859939441076,3.0513899404943565,-1.656813100285094,-16.358676705714117,28.778176662520796,1.47
745.0,3875.0,10048.0,10971.0,1067.0,653.0,27.0,-9.193214538685462,-0.7455789691754544,10.067178012053624,-9.380592351492474,8.158380682452657,15.723061529582221,1.68
741.0,848.0,2798.0,510.0,1014.0,768.0,39.0,-54.2325009376408,1.4772041040923325,-6.311787098197946,-4.484626032014531,1.0086175047136712,2.117489494977392,6.34
733.0,964.0,2021.0,5179.0,1024.0,1024.0,39.0,-41.00769835957279,-1.5888954109923143,-2.4897494182621487,3.182995448615865,3.814346013141589,0.7689321546044882,2.7
744.0,1467.0,3573.0,7643.0,1037.0,1024.0,39.0,-38.288455992322284,-5.885778185759922,-2.796548497675163,-1.878178013223226,-0.766701764789264,-4.473435435026692,8.79
744.0,6071.0,8678.0,11132.0,780.0,497.0,27.0,-0.34967486550442645,-11.381547529152545,13.286673724644778,-11.263893321637035,11.989015978158822,12.317032113323478,6.18
750.0,17302.0,20420.0,13756.0,1020.0,751.0,39.0,-15.80884106382329,-23.414755284408674,-1.4208795824162725,-10.510433822647455,1.1896281169980307,-3.631094473562326,8.89
748.0,5070.0,8694.0,3544.0,1076.0,1024.0,39.0,-43.39102930631047,-5.344762413575955,-7.987899941497974,-0.5637779001658242,0.2178816192422911,3.2246035426104216,5.54
743.0,6229.0,4587.0,3932.0,1320.0,1024.0,39.0,-40.95497924226866,-1.4444294114744636,-2.8699349486322587,-3.667294136795588,1.9897584974152513,0.6684225986192656,3.53
746.0,16210.0,19722.0,11565.0,1035.0,299.0,39.0,52.935160090982336,63.955042583514455,-18.393966164041622,-11.119942037827636,9.28997635397701,-28.145660206192,0.83
751.0,6609.0,19636.0,8585.0,1159.0,341.0,39.0,25.179674222822893,-40.86077537369532,-3.165441506637083,-41.20611960031957,15.42149761912771,-9.072343410786052,5.25
745.0,6832.0,14265.0,10266.0,727.0,403.0,39.0,1.9447131302976837,25.450068228059653,37.189116442325684,-8.930105024411649,10.923724285062407,6.998366892185606,1.3
749.0,7825.0,18301.0,12916.0,2635.0,322.0,27.0,52.763326254415574,-15.27165681755169,-32.127894682527256,7.786065618661212,-16.659181736770563,20.35667840965568,2.08
751.0,11405.0,17407.0,12750.0,898.0,607.0,39.0,-13.69164720784363,-28.47991229012221,8.220645334743475,1.5844758089289812,-1.3460332644060817,-11.790373344975244,1.57
742.0,474.0,2669.0,946.0,1211.0,1024.0,39.0,-50.454555032936554,-0.5729170562258862,-9.481821627804191,-4.124628189314814,0.4095965894913581,0.9592252015622088,4.59
