FP_IDX,FP_AMP1,FP_AMP2,CIR_PWR,MAX_NOISE,RXPACC,PREAM_LEN,CIR_PC1,CIR_PC2,CIR_PC3,CIR_PC4,CIR_PC5,CIR_PC6,CIR_PC7,CIR_PC8,NLOS,RANGE
749.0,2565.0,9501.0,12887.0,861.0,380.0,1024.0,26.365436091903224,-39.83608351202897,-12.678596911282133,-10.704238873657877,5.791006582908804,-11.23591584080415,-2.711671901633843,-5.8772912970679165,0.0,1.75
748.0,14579.0,6746.0,15614.0,1565.0,362.0,1024.0,40.19353097619961,-31.91949624054183,-8.671725528991761,-11.298398830402558,14.634913533355073,20.055201880630666,-3.595963455578145,6.36119392308333,0.0,1.27
747.0,7720.0,10902.0,15078.0,1019.0,1024.0,1024.0,-31.91526272082345,-6.768257841057779,-0.5055910526216403,-16.769971308414636,-0.17944061086653945,2.07919380439066,5.89919480971081,4.100543755721185,1.0,6.86
744.0,8198.0,10673.0,10315.0,1300.0,1024.0,1024.0,-35.99454836343028,10.376363327951447,5.6673587040471425,4.672955074592228,-3.012557591018192,4.929342967032724,2.2342109390901,-2.1188651044877798,1.0,4.51
747.0,1390.0,17392.0,11821.0,1078.0,335.0,1024.0,37.45062019949309,11.700125630034233,-11.020367143733228,-24.877514636993368,-19.877063922305577,7.821867751874517,-23.7603441994096,2.8173861847929316,0.0,1.08
746.0,5184.0,8350.0,12220.0,1563.0,345.0,1024.0,52.21989465337994,-13.831420579641684,-8.445751358771561,-0.6185073614627429,-12.447114153630025,6.161909572055897,-2.064856261319459,7.1034590135828175,0.0,3.06
744.0,11895.0,16864.0,9503.0,815.0,413.0,1024.0,3.9667834387424987,33.21072594762469,-13.033348971187424,20.63166404943398,4.124076075952653,-5.155794683466069,-10.62070816444802,1.707751516261131,0.0,3.51
748.0,6545.0,17083.0,11634.0,968.0,355.0,1024.0,29.35310553351817,-5.65700633348103,13.699094658773724,-15.565252372379605,6.023815455518783,-12.779009198773501,0.1784761073698029,-9.381125443909118,0.0,1.67
737.0,1358.0,1523.0,1401.0,1301.0,1024.0,1024.0,-55.80864103452676,1.2954531946344194,5.4658269457053015,3.3596387676351385,0.49608214440262854,-0.9545201586789775,0.8944744089916697,0.0015924235205972365,1.0,2.8
744.0,4411.0,11468.0,9338.0,903.0,350.0,1024.0,11.379378275813595,39.93136770680743,-1.0377940853026024,-10.410442987554166,5.691338349906908,-1.9072584186638946,23.160371186749146,-18.161705717977913,0.0,3.1
749.0,3454.0,6097.0,4218.0,1086.0,1025.0,1536.0,-49.2433928219715,-8.745015925780177,5.550787959647799,-0.6357461154294392,1.1832496908802355,2.5366081961115414,-1.117452020967091,0.21367650413216843,1.0,8.5
744.0,14733.0,5056.0,8134.0,892.0,485.0,1024.0,-11.465544389138817,22.9506631922088,-9.311725739331095,-1.3953618032708306,2.246479837876124,6.280738004562836,-3.730361184555806,6.283452052541191,0.0,4.41
749.0,9819.0,18022.0,9326.0,1068.0,856.0,1024.0,-28.872211583750282,-8.611238207588082,12.134474080457073,-6.845261928128616,10.18882028503482,-1.4741387601379736,-3.5071103145809635,-1.5344077006102455,0.0,5.03
748.0,568.0,11739.0,9604.0,1015.0,1024.0,1024.0,-32.712562314394475,-7.4133509833567865,6.136597836021725,-5.300819348015133,-4.264156842789542,0.528209836439794,2.39493523441173,-6.483831444700815,1.0,2.89
750.0,6414.0,17788.0,13584.0,2804.0,320.0,1024.0,36.523045406387844,-43.473611172572426,-17.82179244422559,-11.04482246795322,21.628893716823235,35.90499840418008,23.376215424259176,10.463976340322459,0.0,2.16
744.0,3693.0,8914.0,9633.0,717.0,492.0,1024.0,-4.974100283989867,-8.738184342061642,-17.43676129137421,9.133195278702875,-11.18661447575199,-23.593708073147432,-0.2459685508662031,4.405710866199962,1.0,1.28
746.0,11914.0,17712.0,9656.0,838.0,329.0,1024.0,27.01714283181375,37.79951948556114,0.09653166482447821,-11.443969066073832,-16.0317008219397,2.995711660844507,-5.8634782577141715,-11.832472132370311,0.0,1.49
747.0,9340.0,19035.0,11989.0,1853.0,323.0,1024.0,44.33841206460413,16.953377094355655,2.7657453510373027,-40.092112928656654,-13.799765718100758,-1.470106678221287,26.60316494723683,9.837789995355266,0.0,1.64
745.0,9025.0,8083.0,17203.0,1818.0,402.0,1024.0,46.30605903203684,-7.786170263287854,-15.383735306751035,-9.429409853207604,0.8216057375833518,-18.65535787981719,24.135096886106986,-1.2900153615709968,0.0,4.7
745.0,15614.0,2652.0,7634.0,836.0,339.0,1024.0,18.001150185095696,27.4136846917327,18.176202621407096,-0.057112712000901775,-8.701584604818585,-7.429070184208833,8.040576945604327,-10.960476737990563,0.0,2.91
747.0,3645.0,3450.0,1301.0,1266.0,1024.0,1024.0,-51.86486656643493,-3.8878342795603187,6.886201086168945,2.009839258800331,-3.065852273009691,2.7799323275918626,-1.922074540813543,0.13042588526360227,1.0,3.96
747.0,4006.0,17237.0,6056.0,905.0,526.0,1024.0,-20.956463289887708,15.10832147861327,25.177566215947763,-5.774825072640561,-12.366850228155625,3.2915266739932383,5.916084439367896,-9.762796094777398,0.0,6.35
748.0,9053.0,20112.0,10565.0,882.0,513.0,1024.0,6.402808979954886,-1.6994498852879607,22.310192060449015,-14.492484079864495,4.780274632085836,-10.066204599042388,6.853997781570176,4.250491139432722,0.0,2.63
744.0,9479.0,18578.0,8798.0,781.0,660.0,1024.0,-37.96748150741361,24.11235846390952,-19.80103219042287,11.829276575585851,13.168540920527956,-5.644868512062753,4.720254257258308,-5.65468592769877,0.0,4.44
744.0,428.0,17173.0,11102.0,3324.0,748.0,1024.0,-22.355419870396517,16.768695915248806,-10.077226204984461,11.710229809434175,11.43106886241906,3.675300187202286,5.819635704365251,-6.893253405991152,1.0,2.06
741.0,1776.0,4416.0,4234.0,1207.0,1024.0,1024.0,-47.28015556969396,6.272453024508348,1.4621580190001084,7.090085883679394,0.09203522812603411,-1.629723429459771,-2.4779282054585634,-1.522477301446881,1.0,5.25
751.0,14847.0,19109.0,11173.0,724.0,425.0,1024.0,5.277670808004723,-42.19507579648286,-16.281151827075508,17.140140027070426,-26.236129578788447,-8.598089900092456,8.149049802524942,10.668564680889718,0.0,3.29
744.0,19727.0,20104.0,12437.0,3519.0,308.0,1024.0,16.79308504742863,107.0580190138829,-35.580064179821846,10.55418049678819,-5.708554660153686,-14.947440529585304,6.584676247645911,3.7366877853817826,0.0,0.21
745.0,16573.0,18091.0,12729.0,1797.0,269.0,1024.0,40.3725981736249,91.24224319748352,12.118355283195061,13.339112782124579,16.910895157468048,-5.908127541016363,-13.604889706882751,29.165051233676525,0.0,1.56
748.0,16657.0,15643.0,15499.0,1666.0,315.0,1024.0,59.730314905563425,-34.579557309021695,5.490012472373463,-12.696298286001385,26.69673866381974,-15.410411275440147,-0.04758994854976885,26.009623993074342,0.0,1.62
744.0,14211.0,5634.0,14863.0,1263.0,1024.0,1024.0,-25.815910752148312,0.850114930970476,2.2717327380450305,2.7283701936714344,-15.852045845804371,-5.220006866501386,-3.713030263312848,2.0770700412307073,0.0,6.61
743.0,3306.0,7307.0,12260.0,836.0,627.0,1024.0,-9.333807728619032,11.521027008912741,-0.7399252142686782,7.8578737689600295,4.213346845821265,7.239469453385675,-13.897182469116748,5.587309897447215,1.0,0.82
750.0,17550.0,18392.0,10724.0,2009.0,266.0,1024.0,60.751996303028214,-49.87885762476884,9.700951694636283,43.171986627797445,0.6785899542679337,9.58797732808062,-13.947781426688648,-16.626947630330687,0.0,0.68
750.0,3729.0,4570.0,12921.0,1567.0,469.0,1024.0,-5.738235486705547,-34.80991594319955,-29.35335067855021,-27.897595009600195,7.51816548615022,1.7192623776642906,4.62404819632201,4.231296286748466,0.0,6.08
741.0,3036.0,2296.0,3971.0,1258.0,1024.0,1024.0,-47.7284279550543,8.655188203425713,1.7783563489624021,6.73417259444146,-2.7832077882793187,-2.538895380962646,-1.9461012788171417,-0.2363251042478975,1.0,5.33
748.0,7090.0,18178.0,24308.0,968.0,495.0,1024.0,25.19880305236041,-21.667371389435512,-15.47604006060621,-50.146433335783186,8.54253248971172,-6.06349186408572,8.01617537403498,-10.261486709586093,0.0,2.18
751.0,15642.0,19478.0,12303.0,1698.0,287.0,1024.0,50.872270902612286,-66.05830285251709,-33.76185506642855,20.44155866489535,-31.064637503562935,-13.47708490092493,2.3718952533521174,7.554762538812577,0.0,2.01
751.0,14762.0,18938.0,14524.0,950.0,490.0,1024.0,4.008623055430717,-38.66704113728515,-15.675062891173413,-2.055591794284007,1.1749477970267612,12.724813358300214,7.265843618711564,8.2815575878669,0.0,2.02
750.0,5549.0,17214.0,6394.0,803.0,350.0,1024.0,11.923876105030946,-28.344141459473967,13.048921174805304,24.683019229215272,0.21738458430673013,12.447764514673137,6.76138878813041,-6.501112481007938,0.0,4.05
750.0,15300.0,17022.0,11018.0,1620.0,277.0,1024.0,54.55983399966415,-57.22291264193825,-19.98796087537209,16.40655498865151,-16.558386645857343,-1.3392672515967012,21.42580192772702,-1.556481399303477,0.0,1.7
749.0,14964.0,10217.0,25028.0,1413.0,522.0,1024.0,26.083692400754313,-32.85046920577837,-17.702358859367692,-33.327314939857644,4.895406804022669,-14.746895551830134,7.352893693346293,0.9329759865838271,0.0,3.36
749.0,18664.0,19562.0,10588.0,1799.0,283.0,1024.0,61.073700161897015,-28.470893120976815,39.809161045217735,35.21501376001947,18.505796299325894,3.6587651375075128,2.6801266149677945,2.183723509177485,0.0,2.74
748.0,17454.0,17163.0,12178.0,2054.0,269.0,1024.0,73.1611609822054,-25.528230432389783,40.98282122673729,25.703051266864005,23.21624682042166,-14.963672380072964,-29.556002170496804,9.498123380574569,0.0,2.6
751.0,8010.0,12604.0,9359.0,1684.0,305.0,1024.0,14.612385743951796,-48.55373453949193,-38.84404587940782,-19.370665641025692,-2.93820001792925,0.3734951552159104,4.756892809253346,10.723959146719613,0.0,6.51
748.0,12080.0,18908.0,10629.0,1407.0,337.0,1024.0,35.947246120530316,23.491181947044154,17.059618029000625,-42.86061442299873,6.358835957935795,-11.192188982746806,5.7875142044094305,-1.5482126657817152,1.0,7.51
748.0,3899.0,7931.0,8256.0,879.0,414.0,1024.0,-0.16622233986292353,-13.953011960792303,-6.136765526373071,-26.91244582631823,2.725685637415862,-4.021656371111989,-6.073032653176836,-6.169891759755107,1.0,1.74
743.0,2036.0,6285.0,12080.0,1204.0,950.0,1024.0,-23.43819160972398,-9.606517142029652,1.7435025729631572,7.373453796415188,-9.152593619364703,-5.544606944521572,-1.4029289433975467,-2.665028989138127,1.0,1.31
748.0,5146.0,14076.0,16072.0,2631.0,338.0,1024.0,38.22995226099145,3.436588007402106,-17.285511245256735,-62.29042721023296,-6.650141909320626,24.657804847342668,26.616892646537025,-1.998955306266381,0.0,1.49
748.0,4121.0,3867.0,6298.0,1190.0,1024.0,1024.0,-40.91628581840796,-12.241074053962755,3.95710775597325,0.17095501187465825,-3.3975951558223723,-3.0955776787229685,-7.0589794592064,-5.529159107480198,1.0,4.94
747.0,12893.0,7888.0,11646.0,890.0,743.0,1024.0,-21.518135457138943,-4.54409570606946,9.809499310558001,-9.496850419485138,2.018716654128597,5.153942222935973,1.2029331167272614,-1.4931476733693554,0.0,5.57
742.0,3010.0,5283.0,1240.0,1033.0,1024.0,1024.0,-53.01594160419971,-1.8836719395212647,8.88233819273051,3.9764318323600727,0.6653538632641723,-0.5981512928514118,-0.32916010146969177,-0.06241275648294838,1.0,7.57
750.0,7355.0,18970.0,14875.0,784.0,553.0,1024.0,11.536926709180934,-26.64960391955054,6.672184703126475,3.554007859974194,10.614909155506373,6.234797791532388,5.509988575200464,5.451870848291764,1.0,6.22
751.0,11087.0,12420.0,13596.0,728.0,407.0,1024.0,8.651141220146924,-40.61064163652374,-25.83371975902982,-19.56317060873262,9.204498128485323,17.986979485165886,8.58409549780164,5.01401477259896,0.0,5.41
746.0,15365.0,18122.0,11191.0,1057.0,322.0,1024.0,42.2330526906066,24.52004317989976,-0.834582037543945,-25.95599929901827,-25.586660202326108,-0.414475076965249,21.60626010678653,9.06031550779053,0.0,2.73
750.0,9444.0,17860.0,5808.0,660.0,475.0,1024.0,-14.862672768284936,-22.659691407125813,8.175241110782647,19.75826291473511,-2.5562133888936738,13.113338820384831,10.09127765950656,3.749802959683796,0.0,5.17
747.0,22.0,20183.0,11036.0,833.0,614.0,1024.0,-8.005915671180473,18.17163904423161,23.101237957928465,-11.105528196236518,-0.6060246084418046,0.3078371752812725,-3.5718279102279564,-5.795678951104929,0.0,5.12
747.0,8670.0,9135.0,6767.0,1201.0,1024.0,1024.0,-36.48353385856442,-5.901461470633888,6.545520432638199,-1.210822906039908,-3.128163472831062,-5.700692636921405,-3.767354542048818,3.0783938675093454,1.0,4.85
743.0,12356.0,17641.0,6175.0,739.0,547.0,1024.0,-40.301870047809885,25.54564960068212,-18.38225288093775,10.924935587431543,9.655966678322718,-6.142618582952531,7.377492571380681,-9.021084182754523,1.0,4.47
748.0,7290.0,9598.0,14401.0,1010.0,548.0,1024.0,3.90431077746956,-24.10865109001158,-4.42394910951228,-9.38207397126124,-8.572903750493145,-19.005030435336725,7.677509357632852,3.5722141059807626,0.0,2.84
749.0,18350.0,17669.0,10857.0,2362.0,273.0,1024.0,63.18284124131009,-31.859544989660485,18.207075101613466,7.157815518778009,21.02419648842519,14.460344399986768,26.34005679247309,9.835589767064894,0.0,1.47
745.0,2138.0,13093.0,8518.0,1537.0,273.0,1024.0,47.79542291754073,24.743944451208353,-12.500016136563923,32.020843415317366,-15.851775042596158,10.354250260543736,14.790481014515223,-13.799615623877155,0.0,1.99
741.0,1952.0,4916.0,1328.0,1022.0,1024.0,1024.0,-58.10101628335339,3.5207769787998404,2.310841019432602,7.496038209624375,-0.02789578096802113,-2.3917392523863152,0.15054654168083534,-1.629523678218198,1.0,7.98
746.0,12350.0,8208.0,11212.0,1240.0,312.0,1024.0,59.98069359355169,5.621389723914704,29.60336439832008,12.73665607123715,5.12054075384016,8.159277038198185,-2.0091523132642966,5.5797413401842,0.0,1.44
747.0,395.0,5006.0,3703.0,1254.0,1024.0,1024.0,-43.5362539909967,-6.750946659980382,5.930193077710801,2.328999231476792,-2.984648555347829,4.849587415234159,-0.8459951034263008,-1.4995612043639723,1.0,3.16
748.0,5245.0,13324.0,17238.0,2296.0,364.0,1024.0,39.278510177444154,-29.41044334670247,-13.829840679995762,-31.791644047058256,9.642383173883497,29.644519523970732,36.507308406739085,-4.071549694763314,0.0,2.44
750.0,2975.0,10186.0,13898.0,2118.0,320.0,1024.0,39.05178016588757,-40.07314514221242,-18.344279411140196,-35.38477708554636,33.0096671644464,11.490376514094866,2.096163663169642,-0.4022606250279668,0.0,1.16
741.0,2786.0,3082.0,1125.0,1017.0,992.0,1024.0,-53.201476858409194,-3.8585955313623774,8.292250238321461,3.9543475605752723,2.332010021154599,1.7571790282991484,-1.810238041036825,0.8453964532234548,1.0,3.76
748.0,7377.0,5340.0,4790.0,1132.0,1024.0,1024.0,-41.19055900795264,-12.310422362861699,5.799920467376684,4.958117537660216,-5.6954110709949415,-2.3530784160925355,-0.09334455971847683,-2.358835323752833,1.0,3.53
751.0,2279.0,15526.0,17932.0,2446.0,386.0,1024.0,29.31619194312113,-53.93944807222057,-42.23488486054119,-25.20614121047552,6.633021369683158,19.79885863238524,21.570264394588538,13.944063049263118,0.0,3.64
744.0,16613.0,15345.0,8654.0,572.0,326.0,1024.0,11.29722873081309,60.72413945676234,-7.37043374156089,10.875939868360932,3.729014033587552,16.4873087813267,-9.138328349798202,1.265322357773471,1.0,4.1
744.0,8430.0,18025.0,12441.0,3376.0,769.0,1024.0,-18.7202664581739,19.08080413826472,-7.525009147134348,0.7668280978948394,-9.141291327862726,-1.6285501745064122,3.630112852648078,-1.3531955700577123,1.0,2.33
744.0,5820.0,7013.0,18022.0,902.0,426.0,1024.0,24.835586304387064,-13.486145990771863,-31.051873581212867,-19.73965398840748,22.332298718576958,-1.413462126378341,13.548650649417695,13.100015413921644,0.0,2.8
745.0,3987.0,9217.0,5749.0,1180.0,1025.0,1536.0,-43.403179476162805,0.8983153625382687,-0.9833180222264943,-1.4682839913782113,-1.9900330364413827,0.20237591086819434,-1.663086363769295,3.5940586995152968,1.0,9.53
748.0,9348.0,10425.0,11754.0,1534.0,301.0,1024.0,56.6572188058702,-16.512995287135283,19.686435423081154,-8.652467756925736,2.2130107198546147,8.069961841152388,41.69850342103184,1.5184423466579062,0.0,1.69
749.0,9913.0,9316.0,9978.0,1134.0,334.0,1024.0,26.04152328048716,-42.41070696239342,-10.51613101600542,2.913869094161011,1.3561636333163913,-19.010551317056855,-34.36028236186439,-1.902424000853808,0.0,2.75
745.0,11800.0,15558.0,11423.0,819.0,443.0,1024.0,10.699235446177696,32.47938964675884,-1.456481507016754,5.192563343350774,9.899376966375435,-16.737757958651354,2.167570918008439,-0.29129127307470704,0.0,3.74
747.0,495.0,780.0,31.0,654.0,288.0,1024.0,-52.70480887804321,-4.257820801481961,7.20675648198416,2.5754225209984,-4.2691836196324076,1.2404334205329388,-0.14306513828073172,-1.1019360521818131,1.0,5.99
749.0,5537.0,18296.0,10872.0,1366.0,382.0,1024.0,29.861590863720114,-9.363660308933692,31.959755570909866,-3.3652325358103568,10.85094518237308,-21.880676133140064,8.38286570228325,14.150834286921008,0.0,4.01
739.0,1495.0,1787.0,2999.0,1128.0,1024.0,1024.0,-50.86532565521199,5.37779377761285,1.3459290196443245,3.0489864681048098,-0.5387635605351484,-2.368220955368678,1.3429258570604028,-2.5692205674079474,1.0,3.29
749.0,7490.0,17815.0,9815.0,842.0,728.0,1024.0,-18.49715609920001,-8.093603910520299,13.968842873118643,-6.177300630128327,5.512305213116718,-6.419771609071253,3.1186177855075137,0.2004517790444835,0.0,6.17
742.0,934.0,4804.0,2132.0,1313.0,992.0,1024.0,-50.58755381265571,-3.492640050720492,2.309069391356748,0.9287725237963372,-2.9027568816701166,0.10112252533081288,-1.5316935690545805,-1.8542408616499604,1.0,4.53
749.0,18447.0,16747.0,10877.0,1630.0,279.0,1024.0,61.828369218515,-35.1512946214964,23.526838294182742,20.43584889720025,16.57858815588583,-7.755392309007095,-4.776932656940309,19.90783906278856,0.0,1.2
745.0,2454.0,280.0,692.0,949.0,672.0,1024.0,-51.87939815306013,-3.4070799665956355,5.2649135972917565,-2.0128548365794066,-4.1303822549747276,-0.439545281946626,0.06437111381137105,0.35790581379559017,1.0,10.91
743.0,12036.0,4167.0,18258.0,830.0,581.0,1024.0,11.507034392258273,6.00397493821566,-9.416747076540732,-1.6283780953889369,2.953618129878278,4.871517957469281,12.073705395156898,-1.3766218096591158,0.0,3.17
744.0,6102.0,1918.0,18707.0,899.0,627.0,1024.0,-0.12898432385350858,-7.713467344525141,-3.596833224218944,-19.470170813749082,-1.2925911963842391,7.973622614184895,17.143472865924444,6.24464783169842,0.0,2.77
745.0,12068.0,18898.0,12974.0,1066.0,869.0,1024.0,-25.97063803103854,18.8100960071739,-0.12452571879457262,0.12157421660653649,0.9016004721148443,1.3379398335957466,-8.373200485957028,5.915630699579692,1.0,3.94
749.0,7954.0,8561.0,18461.0,1779.0,598.0,1024.0,-5.950268298954376,-30.36783244328859,-22.976484778498158,-31.15468781037572,14.648809920411377,2.8240717580699477,1.8564021757418003,3.686934685068057,0.0,7.08
742.0,3635.0,423.0,4430.0,1033.0,1025.0,1536.0,-46.81476365654379,-4.492159929352375,-1.1527638737983812,-4.486114764550313,0.8821547869755129,-0.33432881206971554,-0.1416350873241363,-0.9675665947587462,1.0,8.98
751.0,19482.0,20151.0,13224.0,3680.0,312.0,1024.0,46.86019106683514,-65.94543596775966,-40.226115259105775,6.257060320232401,-25.246210518108256,-11.42556581925678,7.749096486947511,17.524265541275877,0.0,0.75
749.0,6034.0,5254.0,1673.0,4399.0,1025.0,1536.0,-45.80029649151487,-4.843446566298327,8.06930251959057,1.2859383036669978,0.7295222894817069,1.302577550849762,-0.9064766991180276,-2.2158463021149157,1.0,7.76
752.0,156.0,12727.0,9338.0,803.0,371.0,1024.0,12.682228824965804,-42.53955686827795,-18.71728257473435,1.3942539175194681,-8.151857457850273,-5.575328677325842,0.5483761797486396,14.604304493583458,1.0,1.07
743.0,17150.0,17417.0,9723.0,1443.0,264.0,1024.0,-7.795877508114856,86.899002440747,-41.38837542595795,15.84119649472681,8.258890138684718,-11.504252334658386,4.58828756017095,-14.974466838607793,1.0,0.84
750.0,2478.0,10539.0,10193.0,1731.0,286.0,1024.0,48.45010769066362,-48.46284386184866,-18.78409110911147,-4.38125336220877,6.8989091206542685,6.556854343628952,-16.110755259645895,7.881627970398277,0.0,1.13
750.0,6214.0,14066.0,7945.0,1083.0,1024.0,1024.0,-38.87431138761611,-13.613021817131086,4.707649796109373,-0.28497373396937453,5.476521062657261,5.546261105308056,-1.1822874006476516,1.330158544135827,1.0,3.0
750.0,9100.0,5247.0,6843.0,955.0,279.0,1024.0,18.183323757727102,-47.22426374880993,-22.0666073338056,6.554773391227604,-17.82378958956176,-19.843807007993753,-6.437324949370553,21.006934262775655,0.0,0.56
751.0,13609.0,17710.0,8555.0,800.0,321.0,1024.0,13.545813902678994,-44.384573054613,-24.11801833711805,3.6197200491187966,-19.78494382328843,-15.430049790309523,4.353447676771438,17.246410383472274,0.0,1.28
743.0,15490.0,17179.0,9762.0,1842.0,264.0,1024.0,6.514300384525769,68.7326246264093,-43.36113247965458,15.535917941998067,-8.807829100412523,-3.3542573485527027,7.673115081147627,-10.721275972626573,0.0,1.48
747.0,11215.0,20086.0,9186.0,895.0,646.0,1024.0,-13.588586237271484,14.547468428907534,17.00634472716064,-12.133538740223095,-10.364756945296401,-0.7631174725621049,-1.4921624066850314,-3.940958870651607,1.0,3.61
746.0,5947.0,9896.0,8170.0,1139.0,1024.0,1024.0,-41.917804782976,-1.7964885048834633,-4.326083333287976,-6.483654489102606,-1.3047681217341613,6.3423515525851615,-1.0972098408873199,6.9611298837187885,1.0,7.1
747.0,18063.0,13125.0,10186.0,780.0,597.0,1024.0,-8.391659412458933,0.9732381384732236,23.506108216992075,-1.8848978744075333,-3.1536348773385954,-6.108664356882942,13.417759920059948,-3.01347632090062,0.0,5.06
744.0,1368.0,4857.0,1420.0,1311.0,1024.0,1024.0,-53.464614158699234,0.3417633465968242,4.909259060345717,5.607671954115743,0.35556372449253676,-3.4344287011356105,1.3831177780153499,-2.4906301359265455,1.0,3.23
743.0,7478.0,11747.0,14567.0,898.0,423.0,1024.0,22.125216101025277,12.581468049132004,-14.488710541967352,-2.661755203346523,4.6946516948100925,0.003925914601248551,-1.7238748555000194,1.1073916438589244,0.0,2.6
744.0,2488.0,16361.0,12760.0,781.0,553.0,1024.0,-6.295210664576962,23.83962837417947,-14.012642459116654,17.280877819298517,-12.229071750258964,-7.493550856373562,14.003800470893264,-5.746670146194607,0.0,3.86
750.0,120.0,18759.0,9932.0,929.0,289.0,1024.0,55.55416018301702,-32.17049565052354,17.65164504863062,17.8381906849728,9.151295188206857,6.443230789757915,13.568760768056967,10.187749393718876,0.0,0.91
744.0,13079.0,18290.0,20157.0,1024.0,1024.0,1024.0,-22.0277862770214,2.1405954022038274,-13.991856785471917,3.0621436017298236,5.374175345648897,-4.800586391284123,-0.5368944581268277,0.0916583641585769,1.0,7.75
747.0,11167.0,3499.0,8389.0,1131.0,568.0,1024.0,-9.364910786600303,-10.910094688809417,11.411059706447716,-7.1066738830323795,8.100585235683832,-5.677259698773665,1.9251978211552958,3.3250065109856495,1.0,1.02
750.0,20127.0,19748.0,13039.0,1618.0,337.0,1024.0,43.07011977013381,-52.34720166653552,-15.984441428692048,21.92256085084176,-10.90544353225513,19.831948710538466,19.700812605412796,7.171863647575977,0.0,3.76
