FP_IDX,FP_AMP1,FP_AMP2,CIR_PWR,MAX_NOISE,RXPACC,PREAM_LEN,CIR_PC1,CIR_PC2,CIR_PC3,CIR_PC4,CIR_PC5,CIR_PC6,CIR_PC7,CIR_PC8,RANGE
751.0,8025.0,13629.0,10789.0,883.0,345.0,1024.0,17.876843678781665,-48.56460332997649,-23.569908590296947,4.909742831198525,-11.453363201073667,4.572601978133372,-12.143605522138062,-32.20275391306502,2.33
749.0,492.0,14173.0,12133.0,1672.0,357.0,1024.0,36.14305854502404,-37.68402526618928,-3.1529708478894563,-0.0127829131848317,-4.469669472954764,-25.438227517309272,0.9548796782805248,4.420649687355981,2.6
745.0,4822.0,15068.0,10164.0,1525.0,322.0,1024.0,14.192108953903038,32.313497482949295,-38.71109854995006,5.790800850097338,45.91361239861506,8.466082289078418,3.491040865241159,1.25504942531558,1.77
750.0,6923.0,7280.0,11065.0,1005.0,346.0,1024.0,21.950697564747223,-41.64337578247094,-18.44637967148476,-18.89306086400305,8.758401121713076,-11.299974242989402,-13.451565146800451,-14.363014330647616,1.66
750.0,2833.0,17188.0,10347.0,2920.0,261.0,1024.0,51.84643240130336,-41.99357912096607,3.6729300334243047,0.9966437291439968,33.195849265185224,2.880958354782485,-17.20086962675653,21.497137990342875,0.65
744.0,2657.0,17917.0,9637.0,1057.0,326.0,1024.0,10.526745573528338,36.47366322183724,-28.17527018041445,15.85954702451761,27.459354155634287,-6.596597124344843,22.60654215354114,-0.6720089385384753,3.72
743.0,12935.0,8181.0,10587.0,893.0,276.0,1024.0,29.956745536092345,61.45354388676766,-11.52238551903442,34.252334082363944,-14.214997596013337,34.81168728510086,5.908080001866774,7.937749259979804,1.35
748.0,4316.0,18530.0,10660.0,784.0,494.0,1024.0,11.050554689953373,-1.1845782727109622,29.056226653653496,1.3428966298918985,-1.8247130552248176,-8.760093816605611,2.953733906124304,-3.920404863161848,5.07
744.0,18558.0,18509.0,9605.0,3447.0,272.0,1024.0,19.407883869933126,82.76129461903477,-41.14780401002831,17.07278820857063,22.486943363653253,-17.783245797883602,8.390243340250606,-11.600783140342468,0.4
743.0,13495.0,2586.0,8098.0,1074.0,587.0,1024.0,-20.22319778667591,15.422556098896878,-7.128356537486671,-1.939012332848608,-7.7889582490701885,0.9226916551224936,-14.131496604582669,1.1904027064287408,3.94
748.0,5637.0,5857.0,14621.0,1988.0,507.0,1024.0,1.4510887831562724,-27.759604669177406,-15.366295061542166,-21.70576489780747,8.458400210111664,0.4404577511872594,-1.6797348141898738,2.3096425559041385,5.48
751.0,19301.0,17337.0,10622.0,875.0,378.0,1024.0,8.936621410241852,-43.38029383793298,-19.92279886685409,8.879595506944623,-21.697156088939167,-21.15297923066038,-2.7243323459916087,21.264553176425515,2.28
748.0,8949.0,15789.0,12460.0,1603.0,277.0,1024.0,67.503787629372,-24.717277215806703,11.18263872202984,1.437745695597928,-21.316327504135145,-16.499976752747564,-9.348997701674172,-21.102461776681597,1.01
746.0,3798.0,8692.0,12041.0,1222.0,323.0,1024.0,49.23405739081832,13.85013919810724,0.5998794930580027,-20.885399110935637,12.062461992569148,-7.095055020588554,-5.535562291091123,-9.92785456044703,3.07
746.0,5538.0,9158.0,23772.0,952.0,626.0,1024.0,5.005628206154515,-8.767417615607146,-12.241829187287566,-30.80339604900348,16.253516759743626,10.995925641876166,-0.7520522355596445,12.498428629321298,4.45
750.0,9383.0,16836.0,9370.0,1654.0,307.0,1024.0,34.163680544957245,-24.14587031951056,21.80831949620348,5.565168391454062,35.55687058449246,4.386461831384513,-17.097905049762844,14.199259921928828,2.14
744.0,11040.0,18719.0,7079.0,1143.0,337.0,1024.0,-17.80044132852262,44.47401307960845,-44.76787246824415,11.44950098802236,15.56575605286448,1.052086632785323,0.2240527847374498,3.120659254999781,2.16
747.0,6141.0,11844.0,11390.0,908.0,487.0,1024.0,4.491242093803543,6.833794543370543,4.476038687931475,-13.527961417474351,4.708695178724432,11.108890032153903,-6.464651283915297,18.12559898102697,3.53
749.0,4761.0,8428.0,15104.0,876.0,433.0,1024.0,9.359025056455213,-41.87163600632061,-27.41878666661668,-20.87099991815432,6.609508089901271,-3.178186094359477,-15.72599140897852,-8.645714802015112,2.88
747.0,14048.0,18312.0,6456.0,915.0,310.0,1024.0,10.773615763169344,34.71164742163702,20.951928106956117,-25.49505289815645,-25.085375810684383,-1.4613087582947846,2.317029557729103,-9.646232815797154,4.88
748.0,5768.0,8725.0,7666.0,775.0,518.0,1024.0,-9.806240588970372,-14.225172366416354,5.9035260879229625,-4.258196869717201,-4.758638189457515,-13.959443567250696,-6.228406251908951,-8.160550986243896,3.17
747.0,16945.0,10511.0,13599.0,1188.0,1024.0,1024.0,-27.178998200123548,-5.619685909744945,8.182127950393083,-6.40649172781525,5.14978508291654,0.4624799867630223,5.71559309191795,4.1901233834125735,4.98
744.0,6481.0,19646.0,9983.0,836.0,544.0,1024.0,-17.17414277911923,29.83125347019124,-22.34591946900195,16.527123514022122,-2.0114954455898264,-2.094756997146468,6.241892099051426,-5.529203157907076,5.44
747.0,2102.0,16864.0,10207.0,841.0,611.0,1024.0,-9.400373735499327,12.228979020854707,11.125005592745188,1.7930110864068662,-6.00210977220368,17.015961514194203,-9.846526829361492,2.296984140003409,6.32
745.0,19809.0,19388.0,12636.0,2639.0,299.0,1024.0,37.72551170397971,79.57934132184522,-29.42157723487577,-8.200340040772543,2.846602681459419,13.987634379601934,-10.300648948087291,27.13633520650693,0.63
743.0,5191.0,9703.0,10472.0,1272.0,466.0,1024.0,4.676766215077562,13.056075709709637,-10.873410183361536,8.199851628552526,-16.44988918376643,-3.801284358262396,-12.773366271910373,-11.462611172891735,4.16
750.0,5027.0,19090.0,11079.0,723.0,439.0,1024.0,16.00634818095588,-32.83701204271505,5.557818784920885,10.060506840865871,10.671764263588026,5.779606415605309,-11.711906088825891,-7.568013391361311,2.49
744.0,18402.0,17760.0,11058.0,1753.0,276.0,1024.0,28.29516227245105,91.26605634481736,-31.16849343726429,-2.4067193245815885,-0.7701987458738057,-2.74727624408656,13.696667392972165,-3.634058425483286,2.51
743.0,17203.0,17274.0,7368.0,1033.0,265.0,1024.0,-11.784916528660656,47.81460059029144,-51.460187096680826,17.29900117532086,32.03828309432395,-14.45140535136215,18.959401332810994,-17.181535328304243,2.86
749.0,12056.0,10338.0,17430.0,1581.0,373.0,1024.0,48.0783724241481,-46.85224076620428,-15.47315003099313,-13.67114576406972,14.42601114461697,6.645837158867892,-12.11509921456466,-24.394950623432077,1.54
747.0,847.0,19238.0,13033.0,2444.0,337.0,1024.0,49.45374077630361,20.38452027506943,0.0548730474376955,-31.036793982579933,-24.500195186913693,-1.5593649087400905,-4.97432602511603,-9.659211777785956,1.6
745.0,16232.0,16089.0,24044.0,906.0,607.0,1024.0,15.344471602004704,13.790767399329324,-8.652696169905656,-27.390262088921197,4.289836669238182,0.3062388854215407,-6.065675793663818,12.928038827728628,2.69
750.0,16187.0,19407.0,8631.0,969.0,350.0,1024.0,20.15108153323262,-40.68204654359901,-3.908254349103183,19.13797537248786,-2.561579265359521,17.57416244548787,20.36821279435153,12.657367959191156,4.86
751.0,4048.0,11811.0,12355.0,772.0,439.0,1024.0,2.271862777185309,-40.83765983201532,-25.10371657004047,-12.208326728331306,-2.5470919537572176,4.188285480924515,10.231466794303255,1.3755085906146172,1.69
750.0,9661.0,6381.0,16599.0,1204.0,1024.0,1024.0,-33.673119544504786,-20.8671544654858,-8.380276555853055,-9.254249034731416,0.3807715545433175,3.787298734971838,1.3227066985499552,-0.3981223479699299,3.39
745.0,13650.0,17520.0,11195.0,1951.0,274.0,1024.0,47.76878535119234,84.65984190804404,-7.312547966300338,-6.9173342470224455,-19.126021996146036,-18.78958131633362,-5.487487744731231,-5.903430751396177,0.75
746.0,19447.0,18247.0,11945.0,1964.0,300.0,1024.0,58.62955745311724,40.48028507298575,1.720399500922749,-34.812061520680565,-16.975117323363367,-3.9584783589846615,-5.2412495062293285,9.593782827531903,2.01
748.0,12465.0,17831.0,10001.0,2527.0,281.0,1024.0,53.990314682407686,-9.04013780188741,20.59348052203865,-19.111299533883248,21.798973634911285,-5.324145144182614,-6.375699005912653,13.745552054786623,0.94
747.0,18034.0,18568.0,10239.0,2020.0,273.0,1024.0,60.03973215367255,13.293651623094773,40.97440104320295,-21.878957701407064,-1.1600097768006816,-34.6547469795698,-11.111926225590093,3.3208042372884536,1.13
745.0,14953.0,6375.0,10281.0,1499.0,269.0,1024.0,62.77614009472056,36.52286080890419,37.52972397316595,-7.535457762563313,2.199155631994507,-17.472717234404286,-4.052843715894384,-9.469735346975249,1.37
745.0,9990.0,9632.0,14185.0,1599.0,376.0,1024.0,41.21194661306749,21.412967583398142,8.78711679519253,-16.787032970813016,18.95841794513807,-2.0766958151394665,-5.327099737359135,9.285098206300637,4.42
743.0,18000.0,17021.0,10311.0,1382.0,267.0,1024.0,19.4992076208393,71.7198880972544,-22.601445151735646,26.5989088476408,33.12176750778127,-16.914788905161114,7.384600072412078,-3.2648223287289166,1.38
751.0,12728.0,16610.0,7978.0,1298.0,261.0,1024.0,35.97770192969958,-53.77589227521925,-18.36341207196485,24.019431355584725,-16.15936133036599,15.758108401996177,14.8904929983181,0.6407903111489311,2.09
748.0,9441.0,18320.0,9527.0,1702.0,267.0,1024.0,49.5972879793148,-4.615140588740143,41.66790531689231,-6.054016466719556,3.866787240121323,-33.11372383813809,17.639236078525432,-14.78197018357442,1.89
747.0,7764.0,16854.0,6489.0,952.0,281.0,1024.0,25.70897850626807,19.211537975535585,21.33860946993816,-27.901296537031413,-16.16600878266893,-27.44101396177488,3.215662548066894,-6.8417020720372745,3.06
744.0,9642.0,16987.0,12275.0,979.0,807.0,1024.0,-21.01402568769201,7.31170726056113,1.100010206314688,11.607051386333948,15.76716762437044,-5.9224139545149495,2.762967739781501,0.0973498704252417,5.17
749.0,10990.0,17991.0,7897.0,1374.0,266.0,1024.0,50.462353976645375,-34.36572542923098,21.32428684933956,26.77767880623839,13.395146105935448,6.542992239548923,-3.735367564484328,-0.5895999203319381,1.57
745.0,5428.0,11432.0,11024.0,1544.0,346.0,1024.0,39.97174161583741,3.3050476879443558,-0.3328630857572994,-6.018244829929493,10.209464776546913,0.6156995609574065,-8.133253920310212,27.586072370858982,1.35
752.0,178.0,16523.0,10574.0,1718.0,274.0,1024.0,42.364518848762025,-58.88209981837445,-24.512608167268723,21.69622090815312,-35.50100324206969,-26.738699949783893,11.167374897341915,0.2228557511824656,1.36
746.0,17349.0,12519.0,13460.0,958.0,330.0,1024.0,49.52305400996449,35.609033063561206,23.41268006853916,8.92380939741548,8.389093433371789,-17.7817525473444,14.54701843221028,19.388508283051294,0.99
746.0,9610.0,17549.0,12369.0,1077.0,330.0,1024.0,45.98440294765485,10.302404254773096,-8.048673271598773,-12.91066436560046,-35.70904306720221,4.69519999219889,-11.28278788019008,-19.70561108508958,3.12
751.0,8133.0,15480.0,14018.0,1850.0,332.0,1024.0,31.55913854654296,-52.27153262139606,-30.397639184068225,-7.23108175252126,2.6383363942971423,21.66954876978284,-3.732357351935303,-26.365221611019777,3.54
749.0,14817.0,19784.0,24703.0,1885.0,464.0,1024.0,39.08371449440486,-29.730217060525597,-7.210564701142766,-33.34912632324574,24.60738880629804,11.112486498512755,14.356152418616915,-3.213061365571454,2.12
745.0,4147.0,11997.0,12109.0,909.0,522.0,1024.0,-0.0595691197192117,11.08965941235048,-11.593942845785811,13.60591208176245,-12.3851936226572,-19.92405297841496,6.455581161686647,-4.613473450062135,3.41
746.0,13693.0,19176.0,8894.0,753.0,469.0,1024.0,-5.28218635390203,27.756941524950477,4.867333595381228,-25.10705586892545,-8.624578746722506,4.905587791162257,2.374592687078723,1.321956655099395,3.85
747.0,16264.0,17114.0,9722.0,815.0,415.0,1024.0,16.81287071529563,15.99884075603314,22.176818364126955,-10.632439960461705,-11.03178356916961,-0.649135497791307,0.1368706092711468,-0.9742878428567576,2.79
747.0,15710.0,16762.0,9264.0,1760.0,260.0,1024.0,56.38092795645276,12.442045135852691,36.24637221874971,-18.007842382341277,-4.410191225490579,-13.540238092943444,29.15760046237309,2.4661783096206427,1.47
750.0,2606.0,13833.0,11164.0,745.0,424.0,1024.0,7.439105788788886,-37.54556558581573,-9.870739222209524,0.6079542349203237,5.780409329840744,9.843220993838983,-9.147951612500156,-14.632383688541134,2.27
746.0,17727.0,18409.0,11791.0,3382.0,266.0,1024.0,56.26065541019966,55.59776237164909,28.7444858848818,-30.29725816067736,-37.87042303781752,-2.6573814656433044,-14.912314514680851,-12.8268988418491,0.59
749.0,17919.0,19325.0,10173.0,2763.0,272.0,1024.0,66.04897913781876,-34.320213481019515,27.05997614991997,25.36909892224089,28.89294968202453,14.41601478444558,1.0221155015559962,2.521901847187777,1.33
750.0,7994.0,16213.0,11362.0,1428.0,284.0,1024.0,56.71552652430741,-38.53727509753025,14.299298971482152,12.722529371748797,17.657393819915324,-13.284861899734723,-12.49564326915067,24.447795533658304,1.98
745.0,5404.0,4226.0,12075.0,2479.0,314.0,1024.0,42.81701022829397,-12.935008865121956,-14.851642461846565,-35.98391870731958,6.499752416627223,-7.595742359014736,13.73182085361778,0.2782565184448798,0.3
745.0,7780.0,10073.0,12234.0,3059.0,295.0,1024.0,70.68207617941874,2.810596482094045,-9.282401279941295,1.2316069113451131,-8.15617697764312,-0.3498855777034266,-13.34786293745641,10.366776868892048,0.81
746.0,2781.0,9964.0,16448.0,1603.0,445.0,1024.0,23.103509939126635,-15.09289960100878,-33.10072808194818,-24.69174003193332,-5.647184794037722,-3.945448040850068,-6.233551431279952,8.373404555997535,3.29
747.0,17067.0,15825.0,11172.0,1632.0,265.0,1024.0,68.83277275610213,31.35393948857265,39.45846986267183,4.73442761639162,6.727435838325217,42.67073627650327,-6.775402790388236,-7.893041141934802,0.71
744.0,4061.0,10927.0,11619.0,704.0,448.0,1024.0,15.340636739641075,25.74522414695417,3.689654081026403,13.169498527580874,-4.913194095847647,6.380081518270206,7.9400189373584995,-10.190759824864262,3.7
749.0,9971.0,11739.0,16898.0,1633.0,385.0,1024.0,41.74000398802992,-49.25347060817922,-20.39438210906503,-10.225904306049156,11.703788888207855,-7.372394648039511,-10.149037253151624,8.81947726118265,3.08
748.0,8919.0,16965.0,7701.0,924.0,390.0,1024.0,9.6045806258117,2.08785086515235,19.542404029875627,-18.73583902753682,-0.9424448036697832,1.0978385426069084,11.846377204650132,-6.646560899295631,3.86
751.0,14381.0,13553.0,10655.0,930.0,425.0,1024.0,8.91381474070248,-40.7455694432584,-9.756924270070446,19.321560625057355,-19.11107641434196,-7.891445751110939,-1.3348308416283312,6.214018453598838,4.75
751.0,6839.0,13783.0,12050.0,1094.0,310.0,1024.0,29.620488408578836,-59.68172236368188,-46.07032346975311,-14.957022378453503,-16.530135876722255,-12.032284419553369,3.1601247328228643,-2.608649628623925,3.26
750.0,9316.0,19142.0,16486.0,2616.0,352.0,1024.0,39.98415919556545,-57.33796090208328,-34.672054378525715,-5.9697994165836485,0.647871741198826,20.26714161930503,-1.4132439609400798,-19.27324731777904,1.81
748.0,11804.0,16274.0,8099.0,1502.0,280.0,1024.0,38.94186857249099,28.14706394870413,29.769466434537005,-27.339949804506457,-3.986699875563043,2.378550132693169,-8.516286550147752,-2.605075083648372,2.15
750.0,10984.0,6874.0,17282.0,1015.0,414.0,1024.0,25.202887823398747,-45.71920503233907,-26.054984491474297,-24.796886541597463,23.01188804946197,14.32387034180367,-7.16525479950403,2.539286277014208,2.63
743.0,8504.0,17686.0,11005.0,655.0,491.0,1024.0,-10.523907924550988,36.68988970317302,-6.726687546744961,14.195579409694494,1.8522711664160008,1.973370809557928,1.4430240021804528,-10.82839813296927,3.28
743.0,13250.0,12081.0,15449.0,1081.0,635.0,1024.0,-10.961558973443276,36.31464310276553,-7.937419532757177,-2.075884491545537,-4.27013675518987,-12.648672394175096,-2.056600859912828,1.0052601828044383,2.64
745.0,7857.0,15379.0,11134.0,1878.0,301.0,1024.0,46.04529453251109,50.48567292499837,-24.475702588935462,15.619243517035796,16.45109841413027,-1.629721599476411,-12.93116342693662,0.9771327070764426,1.02
747.0,12571.0,18163.0,9868.0,1231.0,275.0,1024.0,50.591497109056526,45.95510317188196,25.82740748350501,8.599478903489949,-22.644241924298523,22.09900068657823,-9.818992390132674,19.04621826323894,1.54
748.0,14310.0,10458.0,9406.0,1088.0,1024.0,1024.0,-31.91695114189384,-8.801417806757158,12.737262810221717,1.6009122435435592,-0.3453796557751598,-6.793337608863983,0.849956533358209,5.205096789619904,7.05
746.0,11315.0,9991.0,13813.0,1213.0,356.0,1024.0,51.81290783476702,-2.6487122395864025,21.43837686872796,-4.91786143765559,-4.222377343787967,-13.933266508243038,-6.664155865488498,2.6086144676637963,0.81
748.0,2068.0,16886.0,9290.0,913.0,286.0,1024.0,44.32914805788508,-4.567229440952152,24.18090510731777,-0.0814001325554023,-19.01765412661691,9.649429220144471,16.40192702830381,-37.79501017426494,0.96
743.0,17736.0,18163.0,10932.0,3123.0,284.0,1024.0,8.89069201678119,93.476396983512,-51.91595718820663,28.16577960141396,15.4042141938691,-5.574593464110333,9.464660424101329,-3.888103726448552,0.66
749.0,3440.0,7548.0,15921.0,1847.0,430.0,1024.0,15.410656796126288,-38.81488288835637,-27.799444050985542,-32.589611936220415,4.997428181355168,-16.00345107174239,-10.863234818665926,-9.232836269375245,4.83
749.0,6293.0,17321.0,10533.0,2151.0,263.0,1024.0,62.1579646686319,-13.21971163878331,25.295613781915176,-20.11085020352295,11.973422465527902,-28.341670300867072,8.465107805702363,1.761884854432079,0.94
746.0,10961.0,10796.0,13603.0,1242.0,332.0,1024.0,59.531723010596615,19.960620938194204,13.797882151851146,5.128355764003168,0.7882588364205715,21.053724730403403,-17.856668531368534,11.492394014844203,3.56
745.0,16284.0,18549.0,14268.0,752.0,440.0,1024.0,17.989398531929826,35.94194157569208,-5.696034060996268,3.540282009611263,-14.430921894639274,-0.6624128613810998,2.005643270015721,-19.13180692047812,2.39
747.0,13966.0,17381.0,16474.0,2106.0,338.0,1024.0,65.01473224771438,12.893067625285678,-9.689810537125188,-12.57556204561703,-24.527857802489866,2.5956973436863047,-18.616625301345543,13.46145981944213,1.24
750.0,5865.0,10509.0,7742.0,1143.0,264.0,1024.0,28.600499521728494,-45.9484559933312,-9.77735531718367,11.079572760625547,-1.2330823082058229,-21.124517887654864,-38.1358282743528,9.859897347775949,2.16
751.0,12679.0,17394.0,5488.0,1146.0,312.0,1024.0,3.020627141354686,-34.69132164951275,-3.700613164162653,24.414048106569684,-14.323785591186008,14.3115320513271,22.94883191386672,15.33919701902544,2.22
748.0,18361.0,18407.0,9745.0,1817.0,267.0,1024.0,61.10915998974836,-9.414712170801923,45.70668192675008,-3.1609495343952703,34.902087731041924,-4.667529191580448,-1.5267500145962778,-1.3202551017622135,2.63
748.0,9567.0,17773.0,13603.0,1788.0,295.0,1024.0,69.54674813183921,-21.37768699957953,20.26293729102041,-15.010326610252376,5.093583600863952,-36.24193515170025,1.3002079008602885,-5.990734718834515,1.39
750.0,18073.0,17149.0,11421.0,2976.0,278.0,1024.0,46.92358430361822,-60.90406870277453,-30.83195170703446,19.09109949216219,-25.451079731811912,-0.7377577321134823,18.769101074597284,19.385433538907265,2.75
751.0,8730.0,19689.0,19779.0,2261.0,367.0,1024.0,40.61953391241722,-61.160494505687694,-43.51560500909696,-18.26659358297098,4.428462330382088,21.890771877739315,21.146928348756354,11.695984070207247,0.87
744.0,14151.0,10467.0,27962.0,1551.0,665.0,1024.0,14.572567841123416,14.724070943714306,-16.926536377347322,-10.00856792434363,6.410019946062484,0.9985879911554884,6.933857305466438,9.87129071062384,4.67
748.0,14738.0,17326.0,9921.0,1755.0,306.0,1024.0,42.71971481516484,-6.431657311163303,16.999430690869527,-31.436576627069623,12.000863270202132,-8.066949642892855,21.340050029883063,6.242758039600352,2.2
745.0,10122.0,17761.0,5479.0,708.0,327.0,1024.0,-6.089287419707118,44.60994229718198,-7.9393901493679,1.1064709002117397,-17.107769092227517,7.587724706273431,-17.998916490444905,9.412561858630369,7.03
750.0,5102.0,15069.0,11487.0,823.0,408.0,1024.0,15.77687730659123,-40.18215053143129,-9.221576507035042,7.317765153340385,-0.2937689207570555,9.061553760180432,-7.096376167308659,-16.711733036665827,3.05
746.0,13755.0,4098.0,9360.0,878.0,431.0,1024.0,8.983214504546458,12.257606366026469,9.799919703976135,8.527336933722221,10.48834694138215,5.781075852907162,-10.780567101043555,7.651469366209964,2.78
744.0,5300.0,8220.0,11887.0,2095.0,313.0,1024.0,45.60258104996355,-10.206580115094097,-26.036049181082177,25.85052180387101,-16.919570911405675,-8.086104430918995,22.389825148728963,16.30278090290893,2.84
750.0,17442.0,17592.0,7470.0,1384.0,261.0,1024.0,43.91521843363194,-48.41321552624145,1.130859391038609,36.10704635871252,-12.662616180927971,-2.5235277838791754,7.609748768198136,16.86565615275988,2.58
747.0,11968.0,13980.0,15042.0,2046.0,356.0,1024.0,61.50978601539721,-11.894184511143044,4.205643355224604,-0.2320699152472247,-17.898040242303768,-7.173174491653715,-1.2781436743319372,9.653011909049251,1.98
750.0,18754.0,4702.0,10613.0,683.0,413.0,1024.0,14.102815277232716,-39.14236357011889,-6.799229112243749,13.376362759609451,-18.635735286009705,-28.67358451958432,-5.715919494038778,6.566543883108969,2.37
748.0,17255.0,17383.0,7467.0,1240.0,267.0,1024.0,39.01757242898438,5.685130961577965,45.81243326704829,-10.24483661492097,9.037069000122443,-24.73535625350775,24.64345298281341,13.371933765906215,4.35
746.0,17119.0,18337.0,11279.0,2669.0,303.0,1024.0,46.60434947463071,47.5249721691718,3.2436335135002774,-25.26542087589109,-18.774100853873215,14.348613394005175,-17.58004091222764,-5.906080939352974,1.2
747.0,16161.0,17009.0,10252.0,2393.0,265.0,1024.0,59.22459680737554,22.914496637409314,15.206789411000152,-38.51580520372615,-10.211838637653162,14.114800886808364,-4.734955936923835,0.2345472819170417,2.2
